T,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_vel,c_pitch_pos,c_pitch_vel,Fr,wheel_torque
0, -1.5708, 0, 0, 0, 0, 0, -1.53277, 0, -2.22, 0
0.005, -1.58651, 0.000324101, -0.000307217, 0.128301, 0, 0, -1.54849, 0.000324101, -2.22, 0.152059
0.01, -1.59348, -0.000422198, -0.000443356, 0.147604, 0, 0, -1.55545, -0.000422198, -2.22, 0.0434454
0.014, -1.59657, 0.000210472, -0.000503685, 0.135818, 0, 0, -1.55854, 0.000210472, -2.22, 0.195504
0.018, -1.59793, -0.000362571, -0.000607223, 0.0265461, 0, 0, -1.55991, -0.000362571, -2.22, 0
0.023, -1.59854, -0.000911562, -0.000768311, -0.014053, 0, 0, -1.56052, -0.000911562, -2.22, 0.0217227
0.028, -1.59881, -0.00115534, -0.00110851, -0.0406495, 0, 0, -1.56079, -0.00115534, -2.22, 0
0.032, -1.59893, -0.00104074, -0.00125926, 0.0688242, 0, 0, -1.56091, -0.00104074, -2.22, 0.0217227
0.036, -1.59899, -0.000654308, -0.00136447, -0.211238, 0, 0, -1.56096, -0.000654308, -2.22, 0
0.04, -1.59901, -0.000449284, -0.00141109, -0.335345, 0, 0, -1.56099, -0.000449284, -2.22, 0
0.045, -1.59902, 0.000347274, -0.00135495, -0.148604, 0, 0, -1.561, 0.000347274, -2.22, -0.0217227
0.049, -1.59903, 0.000182042, -0.00136847, -0.0791513, 0, 0, -1.561, 0.000182042, -2.22, 0
0.053, -1.59903, -0.000522427, -0.00137446, -0.0491566, 0, 0, -1.56101, -0.000522427, -2.22, 0
0.057, -1.59903, 0.000389693, -0.00137712, -0.0358649, 0, 0, -1.56101, 0.000389693, -2.22, 0
0.061, -1.59903, 0.000236108, -0.00133989, 0.00288261, 0, 0, -1.56101, 0.000236108, -2.22, 0
0.065, -1.59903, 0.00113334, -0.0013618, -0.0464441, 0, 0, -1.561, 0.00113334, -2.22, 0
0.069, -1.59903, -0.000151154, -0.0013331, 0.106155, 0, 0, -1.561, -0.000151154, -2.22, -0.0217227
0.073, -1.59903, -0.000260849, -0.00132039, 0.173777, 0, 0, -1.56101, -0.000260849, -2.22, -0.0217227
0.077, -1.59903, 0.000283327, -0.00135316, 0.0167684, 0, 0, -1.561, 0.000283327, -2.22, -0.0434454
0.081, -1.59903, 0.000599429, -0.00132927, 0.01056, 0, 0, -1.561, 0.000599429, -2.22, 0
0.085, -1.59902, 0.0011478, -0.00135709, -0.0782464, 0, 0, -1.561, 0.0011478, -2.22, -0.0434454
0.089, -1.59902, 0.000537468, -0.00136942, -0.112124, 0, 0, -1.56099, 0.000537468, -2.22, -0.0868908
0.093, -1.59902, 0.000267007, -0.00137488, -0.112272, 0, 0, -1.56099, 0.000267007, -2.22, 0
0.097, -1.59901, -0.000112737, -0.0013389, -0.00985347, 0, 0, -1.56099, -0.000112737, -2.22, 0.0217227
0.101, -1.59901, -0.000355229, -0.00136136, -0.0669521, 0, 0, -1.56099, -0.000355229, -2.22, 0
0.106, -1.59902, -0.00127995, -0.00137131, -0.149364, 0, 0, -1.56099, -0.00127995, -2.22, -0.0434454
0.111, -1.59902, -0.000428095, -0.00137572, -0.135033, 0, 0, -1.56099, -0.000428095, -2.22, 0
0.116, -1.59902, 0.000433138, -0.00137768, -0.204567, 0, 0, -1.56099, 0.000433138, -2.22, 0
0.12, -1.59902, 0.000591388, -0.00134014, -0.0546647, 0, 0, -1.56099, 0.000591388, -2.22, 0.0217227
0.124, -1.59902, 0.000549291, -0.00132351, 0.0117628, 0, 0, -1.56099, 0.000549291, -2.22, 0.0217227
0.129, -1.59901, -0.000247514, -0.00135454, -0.128564, 0, 0, -1.56099, -0.000247514, -2.22, 0
0.134, -1.59901, -4.38216e-05, -0.00132989, -0.011597, 0, 0, -1.56099, -4.38216e-05, -2.22, -0.0217227
0.138, -1.59902, -0.000324188, -0.00131896, 0.0222421, 0, 0, -1.56099, -0.000324188, -2.22, -0.0217227
0.142, -1.59902, -0.000597033, -0.00131412, 0.0802651, 0, 0, -1.56099, -0.000597033, -2.22, 0
0.146, -1.59902, 6.08084e-05, -0.00131198, 0.0997187, 0, 0, -1.56099, 6.08084e-05, -2.22, 0
0.151, -1.59902, -0.00124175, -0.00131103, 0.0895636, 0, 0, -1.561, -0.00124175, -2.22, -0.0434454
0.156, -1.59903, -0.00055882, -0.00131061, 0.0490768, 0, 0, -1.561, -0.00055882, -2.22, 0
0.16, -1.59903, -0.000960636, -0.00131042, 0.027224, 0, 0, -1.56101, -0.000960636, -2.22, 0
0.164, -1.59903, -0.000247851, -0.00131034, 0.0175402, 0, 0, -1.56101, -0.000247851, -2.22, 0
0.169, -1.59903, -0.000267559, -0.0013103, 0.0155959, 0, 0, -1.56101, -0.000267559, -2.22, -0.0217227
0.173, -1.59903, 9.38031e-05, -0.00134869, -0.0689739, 0, 0, -1.56101, 9.38031e-05, -2.22, 0
0.178, -1.59903, 0.000587832, -0.0013657, -0.10645, 0, 0, -1.561, 0.000587832, -2.22, 0
0.182, -1.59903, -0.000676977, -0.00133483, -0.00962058, 0, 0, -1.561, -0.000676977, -2.22, 0
0.186, -1.59903, -0.000977267, -0.00135956, -0.0715428, 0, 0, -1.56101, -0.000977267, -2.22, 0
0.191, -1.59903, -0.00111054, -0.00137051, -0.0989828, 0, 0, -1.56101, -0.00111054, -2.22, 0
0.195, -1.59904, -0.000762693, -0.00137537, -0.0485569, 0, 0, -1.56101, -0.000762693, -2.22, 0
0.199, -1.59904, 9.6376e-05, -0.00133912, 0.0598439, 0, 0, -1.56101, 9.6376e-05, -2.22, 0
0.203, -1.59904, 7.07019e-05, -0.00136146, -0.0352842, 0, 0, -1.56101, 7.07019e-05, -2.22, -0.0868908
0.208, -1.59904, 0.000503095, -0.00137135, -0.077439, 0, 0, -1.56101, 0.000503095, -2.22, -0.0868908
0.212, -1.59903, 0.000619457, -0.00137574, -0.141494, 0, 0, -1.56101, 0.000619457, -2.22, -0.0434454
0.216, -1.59903, 0.000191799, -0.00133928, -0.0329731, 0, 0, -1.56101, 0.000191799, -2.22, 0
0.22, -1.59903, 0.00118871, -0.00136153, -0.069374, 0, 0, -1.561, 0.00118871, -2.22, -0.0434454
0.224, -1.59903, 0.000295129, -0.00133298, 0.0310611, 0, 0, -1.561, 0.000295129, -2.22, 0.0217227
0.229, -1.59903, -0.000138529, -0.00132034, 0.0231522, 0, 0, -1.561, -0.000138529, -2.22, -0.0217227
0.234, -1.59903, -0.000589541, -0.00135313, -0.071884, 0, 0, -1.561, -0.000589541, -2.22, -0.0434454
0.238, -1.59903, -0.00116013, -0.00132926, 0.0229079, 0, 0, -1.561, -0.00116013, -2.22, -0.0217227
0.242, -1.59903, -0.00141324, -0.00131869, 0.0367502, 0, 0, -1.56101, -0.00141324, -2.22, 0.0217227
0.247, -1.59904, -0.000523255, -0.0013524, -0.0885455, 0, 0, -1.56101, -0.000523255, -2.22, 0
0.252, -1.59904, 1.81172e-05, -0.00136734, -0.162062, 0, 0, -1.56101, 1.81172e-05, -2.22, -0.0651681
0.256, -1.59904, -0.000853214, -0.00133556, -0.00375389, 0, 0, -1.56101, -0.000853214, -2.22, 0
0.26, -1.59904, -0.000460329, -0.00135988, -0.112753, 0, 0, -1.56101, -0.000460329, -2.22, -0.0217227
0.264, -1.59904, -0.00102844, -0.00133225, 0.0329609, 0, 0, -1.56101, -0.00102844, -2.22, 0
0.27, -1.59904, -0.0006867, -0.00135841, -0.0362446, 0, 0, -1.56101, -0.0006867, -2.22, 0.0217227
0.275, -1.59904, -0.000462264, -0.0013316, 0.0723408, 0, 0, -1.56101, -0.000462264, -2.22, 0
0.282, -1.59904, -0.00058402, -0.00135813, -0.0500867, 0, 0, -1.56101, -0.00058402, -2.22, 0
0.287, -1.59904, -0.000154902, -0.00133148, -0.0128074, 0, 0, -1.56101, -0.000154902, -2.22, 0.0217227
0.292, -1.59904, 0.000256224, -0.00131967, 0.0616041, 0, 0, -1.56101, 0.000256224, -2.22, 0.0217227
0.297, -1.59904, 0.000401214, -0.00131443, 0.0945786, 0, 0, -1.56101, 0.000401214, -2.22, 0.0217227
0.301, -1.59904, -0.000833279, -0.00131212, 0.129531, 0, 0, -1.56101, -0.000833279, -2.22, -0.0868908
0.306, -1.59904, -0.000118578, -0.00131109, 0.0738288, 0, 0, -1.56101, -0.000118578, -2.22, 0.0217227
0.311, -1.59904, 4.83843e-05, -0.00131063, 0.088261, 0, 0, -1.56101, 4.83843e-05, -2.22, 0
0.316, -1.59904, -0.00117421, -0.00131043, 0.150984, 0, 0, -1.56101, -0.00117421, -2.22, 0.0651681
0.322, -1.59904, -0.000416238, -0.00131034, 0.100546, 0, 0, -1.56102, -0.000416238, -2.22, -0.0434454
0.328, -1.59904, 0.000214613, -0.0013103, 0.1001, 0, 0, -1.56102, 0.000214613, -2.22, 0
0.335, -1.59904, 1.50421e-05, -0.00131028, 0.139801, 0, 0, -1.56102, 1.50421e-05, -2.22, -0.0434454
0.339, -1.59904, -0.00052101, -0.00131028, 0.0877677, 0, 0, -1.56102, -0.00052101, -2.22, 0
0.343, -1.59904, 0.00105931, -0.00131027, 0.0647097, 0, 0, -1.56102, 0.00105931, -2.22, 0
0.348, -1.59904, 0.000421884, -0.00134867, -0.0456451, 0, 0, -1.56101, 0.000421884, -2.22, 0.0217227
0.354, -1.59904, -0.000822495, -0.00136569, -0.0945475, 0, 0, -1.56101, -0.000822495, -2.22, 0
0.359, -1.59904, -0.000817571, -0.00137323, -0.116218, 0, 0, -1.56101, -0.000817571, -2.22, 0
0.365, -1.59904, 0.000149591, -0.00133817, 0.0752354, 0, 0, -1.56101, 0.000149591, -2.22, 0.130336
0.371, -1.59904, 0.000464961, -0.00136104, -0.0660151, 0, 0, -1.56102, 0.000464961, -2.22, -0.0434454
0.376, -1.59904, -0.000248158, -0.00133277, 0.0294203, 0, 0, -1.56102, -0.000248158, -2.22, 0.0217227
0.381, -1.59904, -0.000118619, -0.00132024, 0.0380715, 0, 0, -1.56102, -0.000118619, -2.22, 0.0651681
0.385, -1.59905, -0.000617069, -0.00131469, 0.0520753, 0, 0, -1.56102, -0.000617069, -2.22, -0.0434454
0.39, -1.59905, 8.80339e-05, -0.00135063, -0.0645434, 0, 0, -1.56102, 8.80339e-05, -2.22, 0
0.398, -1.59905, -0.000229529, -0.00132816, -0.00122036, 0, 0, -1.56102, -0.000229529, -2.22, 0.0651681
0.402, -1.59905, -0.000111645, -0.0013182, 0.108984, 0, 0, -1.56102, -0.000111645, -2.22, -0.0434454
0.406, -1.59905, -0.000304942, -0.00131378, 0.0662882, 0, 0, -1.56102, -0.000304942, -2.22, 0
0.411, -1.59905, -6.85188e-05, -0.00131183, 0.1389, 0, 0, -1.56102, -6.85188e-05, -2.22, -0.0217227
0.415, -1.59905, -0.000261025, -0.00134936, -0.0346738, 0, 0, -1.56102, -0.000261025, -2.22, -0.0217227
0.419, -1.59905, -0.000385001, -0.001366, -0.111591, 0, 0, -1.56102, -0.000385001, -2.22, -0.0217227
0.423, -1.59905, 4.26468e-05, -0.00137337, -0.148022, 0, 0, -1.56103, 4.26468e-05, -2.22, 0
0.427, -1.59905, 8.45999e-05, -0.00137663, -0.164167, 0, 0, -1.56103, 8.45999e-05, -2.22, 0
0.431, -1.59905, 0.000249637, -0.00133968, -0.0508433, 0, 0, -1.56103, 0.000249637, -2.22, 0
0.435, -1.59905, -0.000233419, -0.0013617, -0.103892, 0, 0, -1.56103, -0.000233419, -2.22, -0.0217227
0.439, -1.59905, -0.000557509, -0.00137146, -0.1274, 0, 0, -1.56103, -0.000557509, -2.22, -0.0217227
0.443, -1.59905, 0.000300297, -0.00137579, -0.137817, 0, 0, -1.56103, 0.000300297, -2.22, -0.0217227
0.448, -1.59905, -2.59533e-05, -0.00137771, -0.161209, 0, 0, -1.56103, -2.59533e-05, -2.22, 0
0.452, -1.59905, 0.000906722, -0.00137856, -0.157493, 0, 0, -1.56102, 0.000906722, -2.22, 0.0217227
0.457, -1.59905, 0.000429984, -0.00134053, -0.0494506, 0, 0, -1.56102, 0.000429984, -2.22, 0.0868908
0.463, -1.59905, 0.00159211, -0.00132368, -0.0203488, 0, 0, -1.56102, 0.00159211, -2.22, 0
0.467, -1.59904, 0.00114085, -0.00131621, 0.0363573, 0, 0, -1.56101, 0.00114085, -2.22, -0.0217227
0.471, -1.59904, 0.000422105, -0.0013129, 0.0614858, 0, 0, -1.56101, 0.000422105, -2.22, -0.0217227
0.476, -1.59904, 0.000770875, -0.00131144, -0.0118693, 0, 0, -1.56101, 0.000770875, -2.22, -0.0651681
0.48, -1.59904, 0.000517797, -0.00134919, -0.131996, 0, 0, -1.56101, 0.000517797, -2.22, 0
0.485, -1.59904, 0.00034517, -0.00132752, -0.0389342, 0, 0, -1.56101, 0.00034517, -2.22, 0
0.49, -1.59904, 0.00036746, -0.00135631, -0.125996, 0, 0, -1.56101, 0.00036746, -2.22, -0.0217227
0.495, -1.59904, -0.000180116, -0.00133067, 0.0411743, 0, 0, -1.56101, -0.000180116, -2.22, -0.0217227
0.5, -1.59904, 2.13512e-05, -0.00131931, 0.0933486, 0, 0, -1.56101, 2.13512e-05, -2.22, 0
0.507, -1.59904, -0.00033345, -0.00135268, -0.0259133, 0, 0, -1.56101, -0.00033345, -2.22, -0.0217227
0.512, -1.59904, -0.000158508, -0.00132906, 0.0127688, 0, 0, -1.56101, -0.000158508, -2.22, -0.0217227
0.517, -1.59904, -0.000450553, -0.001357, -0.0506687, 0, 0, -1.56102, -0.000450553, -2.22, 0.0217227
0.522, -1.59904, 8.65225e-05, -0.00136938, -0.0803449, 0, 0, -1.56102, 8.65225e-05, -2.22, -0.0217227
0.528, -1.59904, 0.000471906, -0.00137487, -0.0934955, 0, 0, -1.56102, 0.000471906, -2.22, -0.0217227
0.533, -1.59904, 0.000235303, -0.0013773, -0.0742888, 0, 0, -1.56101, 0.000235303, -2.22, 0.0651681
0.538, -1.59904, -0.000538399, -0.00133997, -0.0141444, 0, 0, -1.56101, -0.000538399, -2.22, 0.0434454
0.543, -1.59904, 0.000308674, -0.00136183, -0.0594657, 0, 0, -1.56101, 0.000308674, -2.22, 0
0.548, -1.59904, 0.000163714, -0.00133312, 0.0252817, 0, 0, -1.56101, 0.000163714, -2.22, 0
0.552, -1.59904, -0.000605329, -0.0013204, 0.0487546, 0, 0, -1.56101, -0.000605329, -2.22, 0
0.558, -1.59904, -9.2023e-05, -0.00135316, -0.0707088, 0, 0, -1.56101, -9.2023e-05, -2.22, -0.0434454
0.562, -1.59904, -0.000422037, -0.00132928, 0.0406398, 0, 0, -1.56101, -0.000422037, -2.22, -0.0434454
0.566, -1.59903, 0.00106487, -0.00131869, 0.0899824, 0, 0, -1.56101, 0.00106487, -2.22, -0.0434454
0.57, -1.59903, 0.000906992, -0.001314, 0.140794, 0, 0, -1.561, 0.000906992, -2.22, 0
0.575, -1.59903, 0.000367164, -0.00135033, -0.054957, 0, 0, -1.561, 0.000367164, -2.22, 0.0217227
0.58, -1.59903, -0.00029211, -0.00132802, 0.00537467, 0, 0, -1.561, -0.00029211, -2.22, -0.0434454
0.584, -1.59903, 0.000639226, -0.00131814, 0.0735728, 0, 0, -1.561, 0.000639226, -2.22, 0
0.588, -1.59902, 0.000422672, -0.00131376, 0.103794, 0, 0, -1.561, 0.000422672, -2.22, 0
0.593, -1.59902, -4.41313e-05, -0.00131181, 0.0811994, 0, 0, -1.561, -4.41313e-05, -2.22, 0.0217227
0.598, -1.59902, 0.000344171, -0.00131095, 0.101697, 0, 0, -1.561, 0.000344171, -2.22, 0
0.603, -1.59902, -0.00052295, -0.00131057, 0.110781, 0, 0, -1.561, -0.00052295, -2.22, 0
0.608, -1.59903, -0.00172345, -0.00134881, -0.0510459, 0, 0, -1.561, -0.00172345, -2.22, -0.0217227
0.613, -1.59903, -0.000215119, -0.00136575, -0.14388, 0, 0, -1.561, -0.000215119, -2.22, -0.0217227
0.617, -1.59903, -0.000733453, -0.00137326, -0.211617, 0, 0, -1.561, -0.000733453, -2.22, 0.0217227
0.621, -1.59903, -0.000407243, -0.00133818, -0.0679588, 0, 0, -1.56101, -0.000407243, -2.22, 0.130336
0.626, -1.59904, -0.00100501, -0.00132264, 0.0285589, 0, 0, -1.56101, -0.00100501, -2.22, 0.0868908
0.631, -1.59904, -0.0011588, -0.00135415, -0.0405423, 0, 0, -1.56101, -0.0011588, -2.22, 0
0.635, -1.59904, 0.000181826, -0.00136812, -0.165042, 0, 0, -1.56101, 0.000181826, -2.22, -0.0651681
0.639, -1.59904, -0.000149537, -0.00137431, -0.220212, 0, 0, -1.56102, -0.000149537, -2.22, -0.0651681
0.644, -1.59904, -0.000296376, -0.00137705, -0.244661, 0, 0, -1.56102, -0.000296376, -2.22, -0.0651681
0.649, -1.59904, 0.000377949, -0.00133986, -0.0880779, 0, 0, -1.56101, 0.000377949, -2.22, 0.0434454
0.655, -1.59904, -0.000213143, -0.00132338, 0.0697119, 0, 0, -1.56101, -0.000213143, -2.22, -0.0868908
0.66, -1.59904, -0.000622594, -0.00131608, 0.0887836, 0, 0, -1.56102, -0.000622594, -2.22, 0.0868908
0.666, -1.59904, 8.52755e-05, -0.00135125, -0.106951, 0, 0, -1.56102, 8.52755e-05, -2.22, 0
0.67, -1.59904, 0.000845025, -0.00132843, 0.0144095, 0, 0, -1.56101, 0.000845025, -2.22, -0.0651681
0.675, -1.59904, 0.000477114, -0.00131832, 0.118257, 0, 0, -1.56101, 0.000477114, -2.22, -0.0868908
0.68, -1.59904, -0.000241828, -0.00135224, -0.0563383, 0, 0, -1.56101, -0.000241828, -2.22, 0.0434454
0.687, -1.59904, 0.000812046, -0.00132887, 0.074389, 0, 0, -1.56101, 0.000812046, -2.22, 0.0217227
0.697, -1.59903, 9.17997e-05, -0.00135691, -0.0374443, 0, 0, -1.56101, 9.17997e-05, -2.22, -0.0217227
0.702, -1.59903, 0.000217142, -0.00133094, 0.0608567, 0, 0, -1.56101, 0.000217142, -2.22, 0
0.708, -1.59903, 0.000122048, -0.00131943, 0.121629, 0, 0, -1.56101, 0.000122048, -2.22, -0.0217227
0.716, -1.59903, 0.000303125, -0.00131433, 0.113355, 0, 0, -1.56101, 0.000303125, -2.22, 0
0.72, -1.59903, 0.000162481, -0.00131207, 0.0533609, 0, 0, -1.56101, 0.000162481, -2.22, 0.0434454
0.724, -1.59903, 2.485e-05, -0.00134947, -0.0671029, 0, 0, -1.56101, 2.485e-05, -2.22, 0
0.728, -1.59903, 0.000187806, -0.00136604, -0.0876275, 0, 0, -1.561, 0.000187806, -2.22, 0.0217227
0.733, -1.59903, 0.000259722, -0.00137339, -0.0967227, 0, 0, -1.561, 0.000259722, -2.22, 0.0217227
0.738, -1.59903, 0.000883699, -0.00133824, 0.0752689, 0, 0, -1.561, 0.000883699, -2.22, -0.0651681
0.743, -1.59902, -0.000136211, -0.00136107, -0.104334, 0, 0, -1.561, -0.000136211, -2.22, 0.0217227
0.749, -1.59902, -0.000513513, -0.00137118, -0.0908265, 0, 0, -1.561, -0.000513513, -2.22, -0.0217227
0.754, -1.59902, 0.000541347, -0.00137566, -0.104399, 0, 0, -1.561, 0.000541347, -2.22, 0
0.759, -1.59902, 0.000231627, -0.00133925, -0.0360929, 0, 0, -1.56099, 0.000231627, -2.22, -0.0868908
0.763, -1.59902, 0.000166501, -0.00132311, 0.0199926, 0, 0, -1.56099, 0.000166501, -2.22, -0.108613
0.768, -1.59902, -8.43944e-05, -0.00131596, 0.058928, 0, 0, -1.56099, -8.43944e-05, -2.22, 0.0217227
0.772, -1.59902, -0.000491272, -0.00135119, -0.0216083, 0, 0, -1.56099, -0.000491272, -2.22, 0
0.776, -1.59902, 0.000513957, -0.00136681, -0.057297, 0, 0, -1.56099, 0.000513957, -2.22, 0
0.781, -1.59902, 3.28049e-05, -0.00137373, -0.0981462, 0, 0, -1.56099, 3.28049e-05, -2.22, 0
0.785, -1.59902, -0.000180412, -0.00133839, -0.0239342, 0, 0, -1.56099, -0.000180412, -2.22, 0
0.789, -1.59902, 0.000689483, -0.00132273, 0.0308568, 0, 0, -1.56099, 0.000689483, -2.22, -0.130336
0.793, -1.59901, 0.00163128, -0.00131579, 0.0700009, 0, 0, -1.56099, 0.00163128, -2.22, 0.0434454
0.799, -1.59901, 0.000750556, -0.00131272, 0.0357139, 0, 0, -1.56099, 0.000750556, -2.22, 0.0868908
0.804, -1.59901, 0.000842362, -0.00134976, -0.092134, 0, 0, -1.56099, 0.000842362, -2.22, -0.0217227
0.809, -1.59901, 0.0003647, -0.00132777, 0.00376423, 0, 0, -1.56099, 0.0003647, -2.22, 0
0.814, -1.59901, 0.000672282, -0.00131802, 0.0360902, 0, 0, -1.56099, 0.000672282, -2.22, -0.0651681
0.819, -1.59901, 0.000660341, -0.00131371, 0.10596, 0, 0, -1.56098, 0.000660341, -2.22, -0.0434454
0.825, -1.59901, 6.30462e-05, -0.0013502, -0.0148486, 0, 0, -1.56099, 6.30462e-05, -2.22, 0
0.83, -1.59901, -0.000425714, -0.00136636, -0.00970925, 0, 0, -1.56099, -0.000425714, -2.22, -0.0434454
0.836, -1.59902, -0.000902916, -0.00137353, -0.107569, 0, 0, -1.56099, -0.000902916, -2.22, -0.0434454
0.841, -1.59902, -0.000519419, -0.0013383, 0.0149179, 0, 0, -1.561, -0.000519419, -2.22, 0
0.845, -1.59902, 0.00113345, -0.00132269, 0.0347742, 0, 0, -1.56099, 0.00113345, -2.22, 0
0.85, -1.59902, 0.000494374, -0.00131578, 0.0435733, 0, 0, -1.56099, 0.000494374, -2.22, 0
0.855, -1.59902, -0.000271217, -0.00131271, 0.116317, 0, 0, -1.56099, -0.000271217, -2.22, 0
0.86, -1.59902, -0.000499572, -0.00134975, -0.0626745, 0, 0, -1.56099, -0.000499572, -2.22, 0
0.864, -1.59902, -0.000600765, -0.00132777, -0.0168209, 0, 0, -1.561, -0.000600765, -2.22, -0.0434454
0.869, -1.59902, 2.23505e-05, -0.00135643, -0.148272, 0, 0, -1.56099, 2.23505e-05, -2.22, 0
0.874, -1.59902, 0.000371636, -0.00133072, 0.0375616, 0, 0, -1.56099, 0.000371636, -2.22, 0.0434454
0.878, -1.59901, 0.00134386, -0.00131933, 0.0416792, 0, 0, -1.56099, 0.00134386, -2.22, -0.0217227
0.882, -1.59901, -0.000524905, -0.00131429, 0.0435038, 0, 0, -1.56098, -0.000524905, -2.22, -0.0217227
0.886, -1.59901, 0.00042588, -0.00131205, 0.0943809, 0, 0, -1.56098, 0.00042588, -2.22, -0.0434454
0.89, -1.59901, 0.000216318, -0.00131106, 0.0527762, 0, 0, -1.56098, 0.000216318, -2.22, 0.0217227
0.894, -1.59901, -0.000321316, -0.00131062, 0.0797141, 0, 0, -1.56099, -0.000321316, -2.22, 0
0.899, -1.59901, -0.000112837, -0.00131043, 0.135461, 0, 0, -1.56098, -0.000112837, -2.22, 0
0.903, -1.59901, 0.000459009, -0.00134874, -0.0612317, 0, 0, -1.56098, 0.000459009, -2.22, 0
0.907, -1.59901, -0.000325226, -0.00132732, -0.00601139, 0, 0, -1.56098, -0.000325226, -2.22, 0
0.911, -1.59901, -0.000228534, -0.00131782, 0.0333229, 0, 0, -1.56098, -0.000228534, -2.22, 0.0434454
0.915, -1.59901, -0.000185666, -0.00135202, -0.0924113, 0, 0, -1.56099, -0.000185666, -2.22, -0.0217227
0.919, -1.59901, -0.0003128, -0.00136717, -0.148129, 0, 0, -1.56098, -0.0003128, -2.22, -0.0217227
0.924, -1.59901, -0.000333977, -0.00133549, 0.00633209, 0, 0, -1.56099, -0.000333977, -2.22, 0
0.929, -1.59901, 0.000250453, -0.00135985, -0.0441332, 0, 0, -1.56098, 0.000250453, -2.22, -0.0217227
0.933, -1.59901, 0.000621487, -0.00137064, -0.123606, 0, 0, -1.56098, 0.000621487, -2.22, -0.152059
0.937, -1.59901, 0.00056348, -0.00137543, -0.147088, 0, 0, -1.56098, 0.00056348, -2.22, 0.0217227
0.941, -1.599, -5.63526e-05, -0.00137754, -0.157494, 0, 0, -1.56098, -5.63526e-05, -2.22, 0.0217227
0.945, -1.599, -0.000331023, -0.00137848, -0.184793, 0, 0, -1.56098, -0.000331023, -2.22, -0.0217227
0.95, -1.599, -8.10263e-05, -0.0013405, -0.0263437, 0, 0, -1.56098, -8.10263e-05, -2.22, 0
0.956, -1.599, -0.000266463, -0.00136207, -0.0711302, 0, 0, -1.56097, -0.000266463, -2.22, 0
0.961, -1.599, -0.000646503, -0.00133322, 0.0334121, 0, 0, -1.56097, -0.000646503, -2.22, 0
0.965, -1.599, 2.246e-06, -0.00132044, 0.103991, 0, 0, -1.56097, 2.246e-06, -2.22, 0.0651681
0.969, -1.599, -0.000193732, -0.00135318, -0.064225, 0, 0, -1.56097, -0.000193732, -2.22, 0
0.973, -1.599, -9.49307e-05, -0.00136769, -0.138768, 0, 0, -1.56097, -9.49307e-05, -2.22, 0
0.978, -1.59899, 0.000727386, -0.00137412, -0.116256, 0, 0, -1.56097, 0.000727386, -2.22, 0
0.982, -1.59899, 0.000572761, -0.00137696, -0.10628, 0, 0, -1.56097, 0.000572761, -2.22, 0
0.986, -1.599, -0.000472591, -0.00137823, -0.124546, 0, 0, -1.56097, -0.000472591, -2.22, -0.0217227
0.991, -1.599, -0.000341704, -0.00134038, 0.0410343, 0, 0, -1.56097, -0.000341704, -2.22, 0.0651681
0.995, -1.599, -0.000273163, -0.00136202, -0.10464, 0, 0, -1.56097, -0.000273163, -2.22, 0.0217227
1, -1.599, -0.000390755, -0.0013332, 0.0921006, 0, 0, -1.56098, -0.000390755, -2.22, -0.0434454
1.005, -1.599, -0.000848933, -0.00132043, 0.124521, 0, 0, -1.56098, -0.000848933, -2.22, -0.0651681
1.009, -1.599, 0.000208123, -0.00131477, 0.0958607, 0, 0, -1.56098, 0.000208123, -2.22, 0
1.013, -1.599, 0.000417387, -0.00135067, 0.0166629, 0, 0, -1.56098, 0.000417387, -2.22, 0.0217227
1.017, -1.59901, -0.000268722, -0.00136657, -0.0184326, 0, 0, -1.56098, -0.000268722, -2.22, 0.0217227
1.022, -1.59901, -0.000163875, -0.00133522, 0.00826055, 0, 0, -1.56098, -0.000163875, -2.22, 0.0434454
1.026, -1.59901, -0.000191977, -0.00132133, 0.0521644, 0, 0, -1.56098, -0.000191977, -2.22, 0.0217227
1.03, -1.59901, -0.00061326, -0.00131517, 0.0716198, 0, 0, -1.56098, -0.00061326, -2.22, 0.0217227
1.034, -1.59901, -0.000651483, -0.00131244, 0.116228, 0, 0, -1.56098, -0.000651483, -2.22, 0.0217227
1.038, -1.59901, -3.72987e-05, -0.00134963, -0.0603668, 0, 0, -1.56098, -3.72987e-05, -2.22, -0.130336
1.042, -1.59901, 8.64588e-05, -0.00136612, -0.138623, 0, 0, -1.56098, 8.64588e-05, -2.22, -0.130336
1.046, -1.59901, -0.000526117, -0.00137342, -0.213199, 0, 0, -1.56098, -0.000526117, -2.22, 0
1.05, -1.59901, 9.26384e-05, -0.00133825, -0.0303261, 0, 0, -1.56098, 9.26384e-05, -2.22, 0.0217227
1.055, -1.59901, -0.000151341, -0.00132267, 0.0726166, 0, 0, -1.56098, -0.000151341, -2.22, 0.0217227
1.059, -1.59901, -0.000223072, -0.00131577, 0.118234, 0, 0, -1.56099, -0.000223072, -2.22, 0.0217227
1.064, -1.59901, -3.28494e-05, -0.00131271, 0.0985509, 0, 0, -1.56099, -3.28494e-05, -2.22, 0.0217227
1.068, -1.59901, -0.00020825, -0.00131135, 0.0898285, 0, 0, -1.56099, -0.00020825, -2.22, 0.0217227
1.074, -1.59901, 2.30532e-05, -0.00131075, 0.0883102, 0, 0, -1.56099, 2.30532e-05, -2.22, -0.0217227
