T,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_pos_degree,waist_vel,c_pitch_pos,c_pitch_vel,Fr,Fb,wheel_torque,waist_torque
2.152, -3.09743, 0.0267579, 0, 0, -2.35, -1233.64, 0, -0.458946, 0.0267579, -2.22, 0, 0, 0
2.154, -3.09737, 0.0272611, 0, 0, -2.35, -1233.64, 0, -0.458887, 0.0272611, -2.22, 0, 0, 0
2.156, -3.09731, 0.0277067, 0, 0, -2.35, -1233.64, 0, -0.45883, 0.0277067, -2.22, 0, 0, 0
2.158, -3.09729, 0.0279042, 0, 0, -2.35, -1233.64, 0, -0.458805, 0.0279042, -2.22, 0, 0, 0
2.16, -3.09725, 0.0274722, 0, 0, -2.35, -1233.64, 0, -0.458764, 0.0274722, -2.22, 0, 0, 0
2.162, -3.09717, 0.0269116, 0, 0, -2.35, -1233.64, 0, -0.458686, 0.0269116, -2.22, 0, 0, 0
2.164, -3.09711, 0.0265889, 0, 0, -2.35, -1233.64, 0, -0.458623, 0.0265889, -2.22, 0, 0, 0
2.166, -3.09705, 0.0262233, 0, 0, -2.35, -1233.64, 0, -0.458566, 0.0262233, -2.22, 0, 0, 0
2.168, -3.097, 0.0258378, 0, 0, -2.35, -1233.64, 0, -0.458513, 0.0258378, -2.22, 0, 0, 0
2.17, -3.09694, 0.026371, 0, 0, -2.35, -1233.64, 0, -0.45846, 0.026371, -2.22, 0, 0, 0
2.172, -3.09689, 0.0257916, 0, 0, -2.35, -1233.64, 0, -0.458409, 0.0257916, -2.22, 0, 0, 0
2.174, -3.09684, 0.0260911, 0, 0, -2.35, -1233.64, 0, -0.458357, 0.0260911, -2.22, 0, 0, 0
2.176, -3.09679, 0.0256682, 0, 0, -2.35, -1233.64, 0, -0.458306, 0.0256682, -2.22, 0, 0, 0
2.178, -3.09674, 0.0248514, 0, 0, -2.35, -1233.64, 0, -0.458257, 0.0248514, -2.22, 0, 0, 0
2.18, -3.09669, 0.0247875, 0, 0, -2.35, -1233.64, 0, -0.458208, 0.0247875, -2.22, 0, 0, 0
2.182, -3.09667, 0.0247591, 0, 0, -2.35, -1233.64, 0, -0.458187, 0.0247591, -2.22, 0, 0, 0
2.184, -3.09666, 0.0247466, 0, 0, -2.35, -1233.64, 0, -0.458177, 0.0247466, -2.22, 0, 0, 0
2.186, -3.0966, 0.0251832, 0, 0, -2.35, -1233.64, 0, -0.458117, 0.0251832, -2.22, 0, 0, 0
2.188, -3.09657, 0.0253767, 0, 0, -2.35, -1233.64, 0, -0.45809, 0.0253767, -2.22, 0, 0, 0
2.19, -3.09651, 0.0254274, 0, 0, -2.35, -1233.64, 0, -0.458022, 0.0254274, -2.22, 0, 0, 0
2.192, -3.09648, 0.0254498, 0, 0, -2.35, -1233.64, 0, -0.457991, 0.0254498, -2.22, 0, 0, 0
2.194, -3.09641, 0.0247166, 0, 0, -2.35, -1233.64, 0, -0.457923, 0.0247166, -2.22, 0, 0, 0
2.196, -3.09632, 0.0240953, 0, 0, -2.35, -1233.64, 0, -0.45784, 0.0240953, -2.22, 0, 0, 0
2.198, -3.09626, 0.0240787, 0, 0, -2.35, -1233.64, 0, -0.457776, 0.0240787, -2.22, 0, 0, 0
2.2, -3.09621, 0.0236636, 0, 0, -2.35, -1233.64, 0, -0.457729, 0.0236636, -2.22, 0, 0, 0
2.202, -3.09617, 0.0237751, 0, 0, -2.35, -1233.64, 0, -0.457681, 0.0237751, -2.22, 0, 0, 0
2.204, -3.09612, 0.023158, 0, 0, -2.35, -1233.64, 0, -0.457635, 0.023158, -2.22, 0, 0, 0
2.206, -3.09607, 0.0233665, 0, 0, -2.35, -1233.64, 0, -0.457589, 0.0233665, -2.22, 0, 0, 0
2.208, -3.09603, 0.0233481, 0, 0, -2.35, -1233.64, 0, -0.457543, 0.0233481, -2.22, 0, 0, 0
2.21, -3.09598, 0.0228196, 0, 0, -2.35, -1233.64, 0, -0.457498, 0.0228196, -2.22, 0, 0, 0
2.212, -3.09594, 0.0228088, 0, 0, -2.35, -1233.64, 0, -0.457453, 0.0228088, -2.22, 0, 0, 0
2.214, -3.09588, 0.0231369, 0, 0, -2.35, -1233.64, 0, -0.457394, 0.0231369, -2.22, 0, 0, 0
2.216, -3.09583, 0.0229117, 0, 0, -2.35, -1233.64, 0, -0.457343, 0.0229117, -2.22, 0, 0, 0
2.218, -3.09578, 0.0224044, 0, 0, -2.35, -1233.64, 0, -0.457297, 0.0224044, -2.22, 0, 0, 0
2.22, -3.09574, 0.0221795, 0, 0, -2.35, -1233.64, 0, -0.457252, 0.0221795, -2.22, 0, 0, 0
2.222, -3.09569, 0.0221546, 0, 0, -2.35, -1233.64, 0, -0.457207, 0.0221546, -2.22, 0, 0, 0
2.224, -3.09565, 0.0226627, 0, 0, -2.35, -1233.64, 0, -0.457162, 0.0226627, -2.22, 0, 0, 0
2.226, -3.0956, 0.022145, 0, 0, -2.35, -1233.64, 0, -0.457118, 0.022145, -2.22, 0, 0, 0
2.228, -3.09556, 0.0220631, 0, 0, -2.35, -1233.64, 0, -0.457075, 0.0220631, -2.22, 0, 0, 0
2.23, -3.09552, 0.0219541, 0, 0, -2.35, -1233.64, 0, -0.457031, 0.0219541, -2.22, 0, 0, 0
2.232, -3.09547, 0.0211647, 0, 0, -2.35, -1233.64, 0, -0.45699, 0.0211647, -2.22, 0, 0, 0
2.234, -3.09543, 0.0211106, 0, 0, -2.35, -1233.64, 0, -0.456948, 0.0211106, -2.22, 0, 0, 0
2.236, -3.09539, 0.02079, 0, 0, -2.35, -1233.64, 0, -0.456907, 0.02079, -2.22, 0, 0, 0
2.238, -3.09535, 0.020425, 0, 0, -2.35, -1233.64, 0, -0.456866, 0.020425, -2.22, 0, 0, 0
2.24, -3.09531, 0.0208946, 0, 0, -2.35, -1233.64, 0, -0.456825, 0.0208946, -2.22, 0, 0, 0
2.242, -3.09527, 0.0205448, 0, 0, -2.35, -1233.64, 0, -0.456784, 0.0205448, -2.22, 0, 0, 0
2.244, -3.09525, 0.0203898, 0, 0, -2.35, -1233.64, 0, -0.456766, 0.0203898, -2.22, 0, 0, 0
2.246, -3.09522, 0.0207655, 0, 0, -2.35, -1233.64, 0, -0.456735, 0.0207655, -2.22, 0, 0, 0
2.248, -3.09516, 0.02008, 0, 0, -2.35, -1233.64, 0, -0.456678, 0.02008, -2.22, 0, 0, 0
2.25, -3.09511, 0.0198133, 0, 0, -2.35, -1233.64, 0, -0.456631, 0.0198133, -2.22, 0, 0, 0
2.252, -3.09507, 0.0197335, 0, 0, -2.35, -1233.64, 0, -0.456588, 0.0197335, -2.22, 0, 0, 0
2.254, -3.09503, 0.0195138, 0, 0, -2.35, -1233.64, 0, -0.456548, 0.0195138, -2.22, 0, 0, 0
2.256, -3.09499, 0.0196384, 0, 0, -2.35, -1233.64, 0, -0.456509, 0.0196384, -2.22, 0, 0, 0
2.258, -3.09495, 0.0192857, 0, 0, -2.35, -1233.64, 0, -0.45647, 0.0192857, -2.22, 0, 0, 0
2.26, -3.09492, 0.0190927, 0, 0, -2.35, -1233.64, 0, -0.456433, 0.0190927, -2.22, 0, 0, 0
2.262, -3.09488, 0.0188589, 0, 0, -2.35, -1233.64, 0, -0.456395, 0.0188589, -2.22, 0, 0, 0
2.264, -3.09484, 0.0193101, 0, 0, -2.35, -1233.64, 0, -0.456357, 0.0193101, -2.22, 0, 0, 0
2.266, -3.0948, 0.0194369, 0, 0, -2.35, -1233.64, 0, -0.456319, 0.0194369, -2.22, 0, 0, 0
2.271, -3.09474, 0.0184904, 0, 0, -2.35, -1233.64, 0, -0.456261, 0.0184904, -2.22, 0, 0, 0
2.273, -3.0947, 0.0188866, 0, 0, -2.35, -1233.64, 0, -0.456214, 0.0188866, -2.22, 0, 0, 0
2.276, -3.09464, 0.0175433, 0, 0, -2.35, -1233.64, 0, -0.456154, 0.0175433, -2.22, 0, 0, 0
2.278, -3.09459, 0.0180967, 0, 0, -2.35, -1233.64, 0, -0.456107, 0.0180967, -2.22, 0, 0, 0
2.281, -3.09456, 0.0184166, 0, 0, -2.35, -1233.64, 0, -0.456074, 0.0184166, -2.22, 0, 0, 0
2.286, -3.09449, 0.0173364, 0, 0, -2.35, -1233.64, 0, -0.456004, 0.0173364, -2.22, 0, 0, 0
2.288, -3.09444, 0.0169317, 0, 0, -2.35, -1233.64, 0, -0.455955, 0.0169317, -2.22, 0, 0, 0
2.29, -3.0944, 0.0167148, 0, 0, -2.35, -1233.64, 0, -0.455914, 0.0167148, -2.22, 0, 0, 0
2.292, -3.09436, 0.0167669, 0, 0, -2.35, -1233.64, 0, -0.455878, 0.0167669, -2.22, 0, 0, 0
2.294, -3.09433, 0.0174941, 0, 0, -2.35, -1233.64, 0, -0.455842, 0.0174941, -2.22, 0, 0, 0
2.296, -3.09429, 0.0168894, 0, 0, -2.35, -1233.64, 0, -0.455808, 0.0168894, -2.22, 0, 0, 0
2.298, -3.09425, 0.0160397, 0, 0, -2.35, -1233.64, 0, -0.455768, 0.0160397, -2.22, 0, 0, 0
2.3, -3.09422, 0.0158372, 0, 0, -2.35, -1233.64, 0, -0.455733, 0.0158372, -2.22, 0, 0, 0
2.302, -3.09419, 0.0152662, 0, 0, -2.35, -1233.64, 0, -0.455701, 0.0152662, -2.22, 0, 0, 0
2.304, -3.09416, 0.0145669, 0, 0, -2.35, -1233.64, 0, -0.455672, 0.0145669, -2.22, 0, 0, 0
2.307, -3.09413, 0.0149991, 0, 0, -2.35, -1233.64, 0, -0.455642, 0.0149991, -2.22, 0, 0, 0
2.31, -3.09408, 0.0147453, 0, 0, -2.35, -1233.64, 0, -0.455596, 0.0147453, -2.22, 0, 0, 0
2.314, -3.09403, 0.0144105, 0, 0, -2.35, -1233.64, 0, -0.455545, 0.0144105, -2.22, 0, 0, 0
2.317, -3.09399, 0.0132236, 0, 0, -2.35, -1233.64, 0, -0.455509, 0.0132236, -2.22, 0, 0, 0
2.319, -3.09395, 0.0133264, 0, 0, -2.35, -1233.64, 0, -0.455464, 0.0133264, -2.22, 0, 0, 0
2.322, -3.09391, 0.0132243, 0, 0, -2.35, -1233.64, 0, -0.455429, 0.0132243, -2.22, 0, 0, 0
2.324, -3.09388, 0.0138845, 0, 0, -2.35, -1233.64, 0, -0.455398, 0.0138845, -2.22, 0, 0, 0
2.326, -3.09385, 0.0136575, 0, 0, -2.35, -1233.64, 0, -0.45537, 0.0136575, -2.22, 0, 0, 0
2.328, -3.09383, 0.0123327, 0, 0, -2.35, -1233.64, 0, -0.455345, 0.0123327, -2.22, 0, 0, 0
2.33, -3.0938, 0.0126738, 0, 0, -2.35, -1233.64, 0, -0.455319, 0.0126738, -2.22, 0, 0, 0
2.332, -3.09378, 0.0131584, 0, 0, -2.35, -1233.64, 0, -0.455293, 0.0131584, -2.22, 0, 0, 0
2.335, -3.09375, 0.0131144, 0, 0, -2.35, -1233.64, 0, -0.455267, 0.0131144, -2.22, 0, 0, 0
2.338, -3.09371, 0.0125735, 0, 0, -2.35, -1233.64, 0, -0.45523, 0.0125735, -2.22, 0, 0, 0
2.341, -3.09369, 0.0115925, 0, 0, -2.35, -1233.64, 0, -0.455202, 0.0115925, -2.22, 0, 0, 0
2.343, -3.09365, 0.0109726, 0, 0, -2.35, -1233.64, 0, -0.455166, 0.0109726, -2.22, 0, 0, 0
2.345, -3.09362, 0.0113651, 0, 0, -2.35, -1233.64, 0, -0.455137, 0.0113651, -2.22, 0, 0, 0
2.347, -3.0936, 0.0109832, 0, 0, -2.35, -1233.64, 0, -0.455112, 0.0109832, -2.22, 0, 0, 0
2.35, -3.09357, 0.0111476, 0, 0, -2.35, -1233.64, 0, -0.455089, 0.0111476, -2.22, 0, 0, 0
2.352, -3.09355, 0.0114818, 0, 0, -2.35, -1233.64, 0, -0.455066, 0.0114818, -2.22, 0, 0, 0
2.354, -3.09353, 0.0108498, 0, 0, -2.35, -1233.64, 0, -0.455044, 0.0108498, -2.22, 0, 0, 0
2.356, -3.09351, 0.0102365, 0, 0, -2.35, -1233.64, 0, -0.455024, 0.0102365, -2.22, 0, 0, 0
2.358, -3.0935, 0.0102233, 0, 0, -2.35, -1233.64, 0, -0.455013, 0.0102233, -2.22, 0, 0, 0
2.36, -3.09348, 0.00951151, 0, 0, -2.35, -1233.64, 0, -0.454999, 0.00951151, -2.22, 0, 0, 0
2.362, -3.09347, 0.0098624, 0, 0, -2.35, -1233.64, 0, -0.454981, 0.0098624, -2.22, 0, 0, 0
2.364, -3.09345, 0.00983454, 0, 0, -2.35, -1233.64, 0, -0.454962, 0.00983454, -2.22, 0, 0, 0
2.366, -3.09343, 0.00915354, 0, 0, -2.35, -1233.64, 0, -0.454945, 0.00915354, -2.22, 0, 0, 0
2.368, -3.09341, 0.00866744, 0, 0, -2.35, -1233.64, 0, -0.454928, 0.00866744, -2.22, 0, 0, 0
2.37, -3.0934, 0.00848922, 0, 0, -2.35, -1233.64, 0, -0.454911, 0.00848922, -2.22, 0, 0, 0
2.372, -3.09338, 0.00874251, 0, 0, -2.35, -1233.64, 0, -0.454894, 0.00874251, -2.22, 0, 0, 0
2.374, -3.09336, 0.00818754, 0, 0, -2.35, -1233.64, 0, -0.454878, 0.00818754, -2.22, 0, 0, 0
2.376, -3.09334, 0.00920151, 0, 0, -2.35, -1233.64, 0, -0.45486, 0.00920151, -2.22, 0, 0, 0
2.378, -3.09333, 0.00868717, 0, 0, -2.35, -1233.64, 0, -0.454843, 0.00868717, -2.22, 0, 0, 0
2.38, -3.09331, 0.00718571, 0, 0, -2.35, -1233.64, 0, -0.454825, 0.00718571, -2.22, 0, 0, 0
2.382, -3.0933, 0.00653357, 0, 0, -2.35, -1233.64, 0, -0.454811, 0.00653357, -2.22, 0, 0, 0
2.384, -3.09328, 0.00668978, 0, 0, -2.35, -1233.64, 0, -0.454797, 0.00668978, -2.22, 0, 0, 0
2.386, -3.09327, 0.00683345, 0, 0, -2.35, -1233.64, 0, -0.454783, 0.00683345, -2.22, 0, 0, 0
2.388, -3.09325, 0.00745319, 0, 0, -2.35, -1233.64, 0, -0.454768, 0.00745319, -2.22, 0, 0, 0
2.39, -3.09324, 0.00598397, 0, 0, -2.35, -1233.64, 0, -0.454756, 0.00598397, -2.22, 0, 0, 0
2.392, -3.09323, 0.00574148, 0, 0, -2.35, -1233.64, 0, -0.454745, 0.00574148, -2.22, 0, 0, 0
2.394, -3.09322, 0.00596721, 0, 0, -2.35, -1233.64, 0, -0.454733, 0.00596721, -2.22, 0, 0, 0
2.396, -3.09321, 0.006105, 0, 0, -2.35, -1233.64, 0, -0.454721, 0.006105, -2.22, 0, 0, 0
2.399, -3.09319, 0.00627677, 0, 0, -2.35, -1233.64, 0, -0.454709, 0.00627677, -2.22, 0, 0, 0
2.401, -3.09318, 0.00553816, 0, 0, -2.35, -1233.64, 0, -0.454692, 0.00553816, -2.22, 0, 0, 0
2.403, -3.09317, 0.00521086, 0, 0, -2.35, -1233.64, 0, -0.454684, 0.00521086, -2.22, 0, 0, 0
2.405, -3.09315, 0.00550973, 0, 0, -2.35, -1233.64, 0, -0.454668, 0.00550973, -2.22, 0, 0, 0
2.407, -3.09314, 0.00564217, 0, 0, -2.35, -1233.64, 0, -0.45466, 0.00564217, -2.22, 0, 0, 0
2.409, -3.09314, 0.00455045, 0, 0, -2.35, -1233.64, 0, -0.454653, 0.00455045, -2.22, 0, 0, 0
2.411, -3.09312, 0.00492086, 0, 0, -2.35, -1233.64, 0, -0.45464, 0.00492086, -2.22, 0, 0, 0
2.413, -3.09312, 0.005085, 0, 0, -2.35, -1233.64, 0, -0.454635, 0.005085, -2.22, 0, 0, 0
2.415, -3.09311, 0.00423069, 0, 0, -2.35, -1233.64, 0, -0.454629, 0.00423069, -2.22, 0, 0, 0
2.417, -3.0931, 0.00511299, 0, 0, -2.35, -1233.64, 0, -0.454614, 0.00511299, -2.22, 0, 0, 0
2.419, -3.09309, 0.00550397, 0, 0, -2.35, -1233.64, 0, -0.454608, 0.00550397, -2.22, 0, 0, 0
2.421, -3.09308, 0.00311607, 0, 0, -2.35, -1233.64, 0, -0.4546, 0.00311607, -2.22, 0, 0, 0
2.423, -3.09308, 0.0020579, 0, 0, -2.35, -1233.64, 0, -0.454596, 0.0020579, -2.22, 0, 0, 0
2.425, -3.09308, 0.0023322, 0, 0, -2.35, -1233.64, 0, -0.454592, 0.0023322, -2.22, 0, 0, 0
2.427, -3.09307, 0.00208518, 0, 0, -2.35, -1233.64, 0, -0.454584, 0.00208518, -2.22, 0, 0, 0
2.429, -3.09307, 0.00197571, 0, 0, -2.35, -1233.64, 0, -0.454581, 0.00197571, -2.22, 0, 0, 0
2.431, -3.09306, 0.00203766, 0, 0, -2.35, -1233.64, 0, -0.454574, 0.00203766, -2.22, 0, 0, 0
2.433, -3.09305, 0.00206511, 0, 0, -2.35, -1233.64, 0, -0.454571, 0.00206511, -2.22, 0, 0, 0
2.435, -3.09305, 0.00163311, 0, 0, -2.35, -1233.64, 0, -0.454568, 0.00163311, -2.22, 0, 0, 0
2.438, -3.09306, 0.00170031, 0, 0, -2.35, -1233.64, 0, -0.454572, 0.00170031, -2.22, 0, 0, 0
2.441, -3.09306, 0.000728094, 0, 0, -2.35, -1233.64, 0, -0.454574, 0.000728094, -2.22, 0, 0, 0
2.444, -3.09306, 0.00122479, 0, 0, -2.35, -1233.64, 0, -0.454572, 0.00122479, -2.22, 0, 0, 0
2.448, -3.09305, 0.000516902, 0, 0, -2.35, -1233.64, 0, -0.454571, 0.000516902, -2.22, 0, 0, 0
2.451, -3.09306, 5.44193e-05, 0, 0, -2.35, -1233.64, 0, -0.454571, 5.44193e-05, -2.22, 0, 0, 0
2.454, -3.09305, 0.000405633, 0, 0, -2.35, -1233.64, 0, -0.454569, 0.000405633, -2.22, 0, 0, 0
2.457, -3.09305, 0.000375227, 0, 0, -2.35, -1233.64, 0, -0.454568, 0.000375227, -2.22, 0, 0, 0
2.46, -3.09305, -3.30795e-05, 0, 0, -2.35, -1233.64, 0, -0.454569, -3.30795e-05, -2.22, 0, 0, 0
2.463, -3.09305, -0.000931745, 0, 0, -2.35, -1233.64, 0, -0.45457, -0.000931745, -2.22, 0, 0, 0
2.465, -3.09306, -0.000513004, 0, 0, -2.35, -1233.64, 0, -0.454574, -0.000513004, -2.22, 0, 0, 0
2.468, -3.09306, -0.00147686, 0, 0, -2.35, -1233.64, 0, -0.454578, -0.00147686, -2.22, 0, 0, 0
2.471, -3.09307, -0.00245836, 0, 0, -2.35, -1233.64, 0, -0.454584, -0.00245836, -2.22, 0, 0, 0
2.474, -3.09308, -0.0025966, 0, 0, -2.35, -1233.64, 0, -0.454593, -0.0025966, -2.22, 0, 0, 0
2.477, -3.09308, -0.00239743, 0, 0, -2.35, -1233.64, 0, -0.454599, -0.00239743, -2.22, 0, 0, 0
2.48, -3.09309, -0.00297907, 0, 0, -2.35, -1233.64, 0, -0.454609, -0.00297907, -2.22, 0, 0, 0
2.483, -3.0931, -0.00312465, 0, 0, -2.35, -1233.64, 0, -0.454616, -0.00312465, -2.22, 0, 0, 0
2.486, -3.09311, -0.00330237, 0, 0, -2.35, -1233.64, 0, -0.454626, -0.00330237, -2.22, 0, 0, 0
2.489, -3.09312, -0.00312054, 0, 0, -2.35, -1233.64, 0, -0.454634, -0.00312054, -2.22, 0, 0, 0
2.492, -3.09313, -0.00370929, 0, 0, -2.35, -1233.64, 0, -0.454647, -0.00370929, -2.22, 0, 0, 0
2.497, -3.09315, -0.00452541, 0, 0, -2.35, -1233.64, 0, -0.454661, -0.00452541, -2.22, 0, 0, 0
2.5, -3.09317, -0.00473936, 0, 0, -2.35, -1233.64, 0, -0.454681, -0.00473936, -2.22, 0, 0, 0
2.504, -3.09318, -0.00535416, 0, 0, -2.35, -1233.64, 0, -0.4547, -0.00535416, -2.22, 0, 0, 0
2.508, -3.0932, -0.00543978, 0, 0, -2.35, -1233.64, 0, -0.454714, -0.00543978, -2.22, 0, 0, 0
2.511, -3.09322, -0.00606997, 0, 0, -2.35, -1233.64, 0, -0.454739, -0.00606997, -2.22, 0, 0, 0
2.514, -3.09324, -0.00594032, 0, 0, -2.35, -1233.64, 0, -0.454756, -0.00594032, -2.22, 0, 0, 0
2.516, -3.09327, -0.00632898, 0, 0, -2.35, -1233.64, 0, -0.454781, -0.00632898, -2.22, 0, 0, 0
2.518, -3.09328, -0.00646513, 0, 0, -2.35, -1233.64, 0, -0.4548, -0.00646513, -2.22, 0, 0, 0
2.52, -3.0933, -0.007081, 0, 0, -2.35, -1233.64, 0, -0.454816, -0.007081, -2.22, 0, 0, 0
2.523, -3.09332, -0.00809542, 0, 0, -2.35, -1233.64, 0, -0.454834, -0.00809542, -2.22, 0, 0, 0
2.525, -3.09334, -0.00765469, 0, 0, -2.35, -1233.64, 0, -0.454858, -0.00765469, -2.22, 0, 0, 0
2.527, -3.09335, -0.00745939, 0, 0, -2.35, -1233.64, 0, -0.454869, -0.00745939, -2.22, 0, 0, 0
2.529, -3.09338, -0.00796726, 0, 0, -2.35, -1233.64, 0, -0.454892, -0.00796726, -2.22, 0, 0, 0
2.532, -3.0934, -0.00874627, 0, 0, -2.35, -1233.64, 0, -0.454912, -0.00874627, -2.22, 0, 0, 0
2.534, -3.09341, -0.00868567, 0, 0, -2.35, -1233.64, 0, -0.454931, -0.00868567, -2.22, 0, 0, 0
2.536, -3.09343, -0.00832578, 0, 0, -2.35, -1233.64, 0, -0.454948, -0.00832578, -2.22, 0, 0, 0
2.539, -3.09345, -0.00812652, 0, 0, -2.35, -1233.64, 0, -0.454964, -0.00812652, -2.22, 0, 0, 0
2.542, -3.09347, -0.00848353, 0, 0, -2.35, -1233.64, 0, -0.45499, -0.00848353, -2.22, 0, 0, 0
2.545, -3.0935, -0.00864227, 0, 0, -2.35, -1233.64, 0, -0.455012, -0.00864227, -2.22, 0, 0, 0
2.547, -3.09352, -0.00931791, 0, 0, -2.35, -1233.64, 0, -0.455032, -0.00931791, -2.22, 0, 0, 0
2.55, -3.09355, -0.00960696, 0, 0, -2.35, -1233.64, 0, -0.455068, -0.00960696, -2.22, 0, 0, 0
2.552, -3.09358, -0.0100672, 0, 0, -2.35, -1233.64, 0, -0.455095, -0.0100672, -2.22, 0, 0, 0
2.554, -3.0936, -0.00982606, 0, 0, -2.35, -1233.64, 0, -0.455118, -0.00982606, -2.22, 0, 0, 0
2.556, -3.09362, -0.0101652, 0, 0, -2.35, -1233.64, 0, -0.455139, -0.0101652, -2.22, 0, 0, 0
2.559, -3.09365, -0.0106117, 0, 0, -2.35, -1233.64, 0, -0.455161, -0.0106117, -2.22, 0, 0, 0
2.564, -3.09369, -0.011328, 0, 0, -2.35, -1233.64, 0, -0.455209, -0.011328, -2.22, 0, 0, 0
2.569, -3.09374, -0.0115333, 0, 0, -2.35, -1233.64, 0, -0.455255, -0.0115333, -2.22, 0, 0, 0
2.572, -3.09378, -0.0120352, 0, 0, -2.35, -1233.64, 0, -0.4553, -0.0120352, -2.22, 0, 0, 0
2.575, -3.09382, -0.0129235, 0, 0, -2.35, -1233.64, 0, -0.455336, -0.0129235, -2.22, 0, 0, 0
2.578, -3.09386, -0.0122795, 0, 0, -2.35, -1233.64, 0, -0.45538, -0.0122795, -2.22, 0, 0, 0
2.581, -3.0939, -0.0126616, 0, 0, -2.35, -1233.64, 0, -0.455413, -0.0126616, -2.22, 0, 0, 0
2.584, -3.09394, -0.0125714, 0, 0, -2.35, -1233.64, 0, -0.455456, -0.0125714, -2.22, 0, 0, 0
2.588, -3.09399, -0.0134583, 0, 0, -2.35, -1233.64, 0, -0.455504, -0.0134583, -2.22, 0, 0, 0
2.592, -3.09404, -0.0141851, 0, 0, -2.35, -1233.64, 0, -0.455558, -0.0141851, -2.22, 0, 0, 0
2.596, -3.09411, -0.0141749, 0, 0, -2.35, -1233.64, 0, -0.455623, -0.0141749, -2.22, 0, 0, 0
2.599, -3.09415, -0.0136512, 0, 0, -2.35, -1233.64, 0, -0.455666, -0.0136512, -2.22, 0, 0, 0
2.602, -3.0942, -0.0141604, 0, 0, -2.35, -1233.64, 0, -0.455717, -0.0141604, -2.22, 0, 0, 0
2.606, -3.09424, -0.0143865, 0, 0, -2.35, -1233.64, 0, -0.455756, -0.0143865, -2.22, 0, 0, 0
2.61, -3.09431, -0.0152662, 0, 0, -2.35, -1233.64, 0, -0.455824, -0.0152662, -2.22, 0, 0, 0
2.613, -3.09436, -0.0156932, 0, 0, -2.35, -1233.64, 0, -0.455873, -0.0156932, -2.22, 0, 0, 0
2.616, -3.09441, -0.0154013, 0, 0, -2.35, -1233.64, 0, -0.455929, -0.0154013, -2.22, 0, 0, 0
2.619, -3.09446, -0.0157525, 0, 0, -2.35, -1233.64, 0, -0.455971, -0.0157525, -2.22, 0, 0, 0
2.622, -3.09451, -0.0165753, 0, 0, -2.35, -1233.64, 0, -0.456028, -0.0165753, -2.22, 0, 0, 0
2.625, -3.09456, -0.0171992, 0, 0, -2.35, -1233.64, 0, -0.456073, -0.0171992, -2.22, 0, 0, 0
2.628, -3.09461, -0.0168087, 0, 0, -2.35, -1233.64, 0, -0.45613, -0.0168087, -2.22, 0, 0, 0
2.632, -3.09469, -0.0168575, 0, 0, -2.35, -1233.64, 0, -0.456205, -0.0168575, -2.22, 0, 0, 0
2.635, -3.09474, -0.0171755, 0, 0, -2.35, -1233.64, 0, -0.456257, -0.0171755, -2.22, 0, 0, 0
2.638, -3.09481, -0.0178729, 0, 0, -2.35, -1233.64, 0, -0.456321, -0.0178729, -2.22, 0, 0, 0
2.641, -3.09486, -0.0186268, 0, 0, -2.35, -1233.64, 0, -0.456371, -0.0186268, -2.22, 0, 0, 0
2.644, -3.09492, -0.0190731, 0, 0, -2.35, -1233.64, 0, -0.456435, -0.0190731, -2.22, 0, 0, 0
2.647, -3.09497, -0.0194161, 0, 0, -2.35, -1233.64, 0, -0.456485, -0.0194161, -2.22, 0, 0, 0
2.65, -3.09503, -0.0193108, 0, 0, -2.35, -1233.64, 0, -0.456548, -0.0193108, -2.22, 0, 0, 0
2.654, -3.0951, -0.0193355, 0, 0, -2.35, -1233.64, 0, -0.456619, -0.0193355, -2.22, 0, 0, 0
2.658, -3.09518, -0.0201254, 0, 0, -2.35, -1233.64, 0, -0.456696, -0.0201254, -2.22, 0, 0, 0
2.661, -3.09524, -0.0201428, 0, 0, -2.35, -1233.64, 0, -0.456752, -0.0201428, -2.22, 0, 0, 0
2.664, -3.09531, -0.0206342, 0, 0, -2.35, -1233.64, 0, -0.456823, -0.0206342, -2.22, 0, 0, 0
2.667, -3.09536, -0.0207777, 0, 0, -2.35, -1233.64, 0, -0.456878, -0.0207777, -2.22, 0, 0, 0
2.67, -3.09543, -0.0208405, 0, 0, -2.35, -1233.64, 0, -0.456948, -0.0208405, -2.22, 0, 0, 0
2.673, -3.09549, -0.0204585, 0, 0, -2.35, -1233.64, 0, -0.457001, -0.0204585, -2.22, 0, 0, 0
2.676, -3.09556, -0.0207752, 0, 0, -2.35, -1233.64, 0, -0.457079, -0.0207752, -2.22, 0, 0, 0
2.679, -3.09562, -0.0215084, 0, 0, -2.35, -1233.64, 0, -0.457138, -0.0215084, -2.22, 0, 0, 0
2.682, -3.09569, -0.0212397, 0, 0, -2.35, -1233.64, 0, -0.457211, -0.0212397, -2.22, 0, 0, 0
2.686, -3.09578, -0.0218609, 0, 0, -2.35, -1233.64, 0, -0.457291, -0.0218609, -2.22, 0, 0, 0
2.689, -3.09584, -0.0225453, 0, 0, -2.35, -1233.64, 0, -0.457353, -0.0225453, -2.22, 0, 0, 0
2.691, -3.09589, -0.0226265, 0, 0, -2.35, -1233.64, 0, -0.457405, -0.0226265, -2.22, 0, 0, 0
