T,c_pitch_pos_ref,wheel_vel_ref,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_vel,c_pitch_pos,c_pitch_vel,Fr,wheel_torque
0, -0.05, 5, -1.5708, 0, 0, 0, -2.35, 0, 1.06769, 0, 2.22, 0
0.003, -0.05, 5, -0.927506, 0.000873259, -36.8702, 0.00156464, -2.35, 0, -1.43061, 0.000873259, -2.22, 0
0.005, -0.05, 5, -0.642438, 0.0015196, -53.2088, 0.00929887, -2.35, 0, -1.14555, 0.0015196, -2.22, -0.0434454
0.007, -0.05, 5, -0.516112, 0.00165701, -60.449, 0.0127262, -2.35, 0, -1.01922, 0.00165701, -2.22, -0.0434454
0.009, -0.05, 5, -0.460132, 0.0017179, -63.6574, 0.014245, -2.35, 0, -0.963241, 0.0017179, -2.22, -0.0434454
0.011, -0.05, 5, -0.435324, 0.00170812, -65.0792, 0.0673334, -2.35, 0, -0.938432, 0.00170812, -2.22, -0.0651681
0.014, -0.05, 5, -0.424329, 0.00118567, -65.7092, 0.0407904, -2.35, 0, -0.927437, 0.00118567, -2.22, 0
0.016, -0.05, 5, -0.419455, 0.00113941, -65.9884, 0.0290282, -2.35, 0, -0.922563, 0.00113941, -2.22, 0
0.018, -0.05, 5, -0.417293, 0.00141434, -66.1122, -0.101355, -2.35, 0, -0.920402, 0.00141434, -2.22, 0.0434454
0.02, -0.05, 5, -0.416336, 0.000608821, -66.167, -0.159133, -2.35, 0, -0.919444, 0.000608821, -2.22, 0.0434454
0.022, -0.05, 5, -0.415912, -6.80633e-05, -66.1913, -0.216812, -2.35, 0, -0.919021, -6.80633e-05, -2.22, 0.0651681
0.024, -0.05, 5, -0.415726, -0.000788341, -66.2021, -0.242371, -2.35, 0, -0.918834, -0.000788341, -2.22, 0.0651681
0.026, -0.05, 5, -0.415644, -0.000366139, -66.2068, -0.0956689, -2.35, 0, -0.918752, -0.000366139, -2.22, 0
0.028, -0.05, 5, -0.41561, -0.00151504, -66.2089, -0.0306597, -2.35, 0, -0.918718, -0.00151504, -2.22, 0
0.03, -0.05, 5, -0.415597, -0.00191183, -66.2098, 0.0302235, -2.35, 0, -0.918706, -0.00191183, -2.22, 0.0217227
0.032, -0.05, 5, -0.415594, -0.00190244, -66.2102, 0.0572031, -2.35, 0, -0.918702, -0.00190244, -2.22, 0.0217227
0.034, -0.05, 5, -0.415596, -0.00293736, -66.2104, 0.0691587, -2.35, 0, -0.918705, -0.00293736, -2.22, 0.0217227
0.036, -0.05, 5, -0.415599, -0.00232071, -66.2105, 0.077586, -2.35, 0, -0.918708, -0.00232071, -2.22, 0.0217227
0.038, -0.05, 5, -0.415601, -0.00100913, -66.2105, 0.0813205, -2.35, 0, -0.918709, -0.00100913, -2.22, 0.0217227
0.04, -0.05, 5, -0.415601, -0.000280367, -66.2106, 0.142432, -2.35, 0, -0.918709, -0.000280367, -2.22, 0.0868908
0.042, -0.05, 5, -0.415603, -0.00092076, -66.2106, 0.169512, -2.35, 0, -0.918711, -0.00092076, -2.22, 0.0868908
0.044, -0.05, 5, -0.415605, -0.00120499, -66.2106, 0.181513, -2.35, 0, -0.918713, -0.00120499, -2.22, 0.0868908
0.046, -0.05, 5, -0.415607, -0.000847011, -66.2106, 0.0804351, -2.35, 0, -0.918715, -0.000847011, -2.22, 0.0217227
0.048, -0.05, 5, -0.415608, -0.000428813, -66.2106, -0.0112954, -2.35, 0, -0.918716, -0.000428813, -2.22, 0
0.05, -0.05, 5, -0.415608, -0.000356023, -66.2106, -0.0519446, -2.35, 0, -0.918717, -0.000356023, -2.22, 0
0.051, -0.05, 5, -0.415611, -0.0012848, -66.2106, -0.0699578, -2.35, 0, -0.918719, -0.0012848, -2.22, 0
0.052, -0.05, 5, -0.415612, -0.00169637, -66.2106, -0.0779401, -2.35, 0, -0.91872, -0.00169637, -2.22, 0
0.054, -0.05, 5, -0.415613, -0.00098956, -66.2106, 0.0468231, -2.35, 0, -0.918721, -0.00098956, -2.22, 0.0651681
0.056, -0.05, 5, -0.415613, -1.00255e-05, -66.2106, 0.10211, -2.35, 0, -0.918721, -1.00255e-05, -2.22, 0.0651681
0.058, -0.05, 5, -0.415614, -0.00106017, -66.2106, 0.103141, -2.35, 0, -0.918723, -0.00106017, -2.22, 0.0217227
0.06, -0.05, 5, -0.415616, -0.000894287, -66.2106, 0.103597, -2.35, 0, -0.918725, -0.000894287, -2.22, 0.0217227
0.062, -0.05, 5, -0.415616, -0.000190682, -66.2106, 0.0889354, -2.35, 0, -0.918725, -0.000190682, -2.22, 0
0.064, -0.05, 5, -0.415617, -0.000471706, -66.2106, 0.0824382, -2.35, 0, -0.918726, -0.000471706, -2.22, 0
0.066, -0.05, 5, -0.415617, 0.000219791, -66.2106, 0.0365314, -2.35, 0, -0.918725, 0.000219791, -2.22, -0.0217227
0.068, -0.05, 5, -0.415618, 6.10894e-06, -66.2106, 0.0161884, -2.35, 0, -0.918727, 6.10894e-06, -2.22, -0.0217227
0.07, -0.05, 5, -0.415617, 0.00069118, -66.2106, 0.0071737, -2.35, 0, -0.918726, 0.00069118, -2.22, -0.0217227
0.072, -0.05, 5, -0.415615, 0.00129112, -66.2106, 0.0728054, -2.35, 0, -0.918724, 0.00129112, -2.22, 0.0434454
0.074, -0.05, 5, -0.415611, 0.00200257, -66.2106, 0.101889, -2.35, 0, -0.91872, 0.00200257, -2.22, 0.0434454
0.076, -0.05, 5, -0.415607, 0.00239155, -66.2106, -0.035428, -2.35, 0, -0.918715, 0.00239155, -2.22, 0
0.078, -0.05, 5, -0.415602, 0.00226682, -66.2106, -0.0962785, -2.35, 0, -0.918711, 0.00226682, -2.22, 0
0.08, -0.05, 5, -0.415599, 0.00191442, -66.2106, -0.036406, -2.35, 0, -0.918707, 0.00191442, -2.22, 0
0.082, -0.05, 5, -0.415595, 0.00164652, -66.2106, -0.0098743, -2.35, 0, -0.918704, 0.00164652, -2.22, 0
0.084, -0.05, 5, -0.415596, -0.000251726, -66.2106, 0.036305, -2.35, 0, -0.918704, -0.000251726, -2.22, 0
0.086, -0.05, 5, -0.415594, 0.000687509, -66.2106, 0.0567687, -2.35, 0, -0.918703, 0.000687509, -2.22, 0
0.088, -0.05, 5, -0.415592, 0.00110411, -66.2106, 0.0720955, -2.35, 0, -0.918701, 0.00110411, -2.22, 0.0651681
0.09, -0.05, 5, -0.415592, 6.45073e-05, -66.2106, 0.0788874, -2.35, 0, -0.9187, 6.45073e-05, -2.22, 0.0651681
0.092, -0.05, 5, -0.415593, -0.000322448, -66.2106, 0.0709447, -2.35, 0, -0.918701, -0.000322448, -2.22, -0.0434454
0.094, -0.05, 5, -0.415593, -0.00019814, -66.2106, 0.067425, -2.35, 0, -0.918702, -0.00019814, -2.22, -0.0434454
0.096, -0.05, 5, -0.415591, 0.000859423, -66.2106, 0.101852, -2.35, 0, -0.9187, 0.000859423, -2.22, 0.0651681
0.098, -0.05, 5, -0.415589, 0.00129194, -66.2106, 0.117108, -2.35, 0, -0.918697, 0.00129194, -2.22, 0.0651681
0.1, -0.05, 5, -0.415586, 0.00140963, -66.2106, 0.0722352, -2.35, 0, -0.918694, 0.00140963, -2.22, 0.0217227
0.102, -0.05, 5, -0.415583, 0.00137641, -66.2106, 0.0523504, -2.35, 0, -0.918691, 0.00137641, -2.22, 0.0217227
0.104, -0.05, 5, -0.415581, 0.000669249, -66.2106, 0.0239807, -2.35, 0, -0.91869, 0.000669249, -2.22, 0.0217227
0.106, -0.05, 5, -0.41558, 0.000454876, -66.2106, 0.0114091, -2.35, 0, -0.918688, 0.000454876, -2.22, 0.0217227
0.108, -0.05, 5, -0.415578, 0.000780908, -66.2106, -0.0755232, -2.35, 0, -0.918687, 0.000780908, -2.22, 0
0.11, -0.05, 5, -0.415577, 0.000629557, -66.2106, -0.114046, -2.35, 0, -0.918685, 0.000629557, -2.22, 0
0.112, -0.05, 5, -0.415576, 0.000263057, -66.2106, -0.151457, -2.35, 0, -0.918685, 0.000263057, -2.22, -0.0217227
0.114, -0.05, 5, -0.415578, -0.00104934, -66.2106, -0.168036, -2.35, 0, -0.918687, -0.00104934, -2.22, -0.0217227
0.116, -0.05, 5, -0.415581, -0.00133419, -66.2106, -0.175382, -2.35, 0, -0.918689, -0.00133419, -2.22, -0.0217227
0.118, -0.05, 5, -0.415583, -0.00123787, -66.2106, -0.21306, -2.35, 0, -0.918692, -0.00123787, -2.22, 0.0868908
0.12, -0.05, 5, -0.415587, -0.00175429, -66.2106, -0.0912854, -2.35, 0, -0.918695, -0.00175429, -2.22, 0.0434454
0.122, -0.05, 5, -0.415591, -0.00183383, -66.2106, -0.0373227, -2.35, 0, -0.918699, -0.00183383, -2.22, 0.0434454
0.124, -0.05, 5, -0.415593, -0.00120222, -66.2106, -0.0165391, -2.35, 0, -0.918702, -0.00120222, -2.22, 0.0217227
0.126, -0.05, 5, -0.415596, -0.00170044, -66.2106, -0.00732908, -2.35, 0, -0.918705, -0.00170044, -2.22, 0.0217227
0.128, -0.05, 5, -0.415602, -0.00273784, -66.2106, -0.00324779, -2.35, 0, -0.91871, -0.00273784, -2.22, 0.0217227
0.13, -0.05, 5, -0.415606, -0.00230547, -66.2106, -0.00143922, -2.35, 0, -0.918715, -0.00230547, -2.22, 0.0217227
0.132, -0.05, 5, -0.415609, -0.00118474, -66.2106, 0.0423898, -2.35, 0, -0.918717, -0.00118474, -2.22, 0.0868908
0.134, -0.05, 5, -0.415612, -0.00154225, -66.2106, 0.0618121, -2.35, 0, -0.91872, -0.00154225, -2.22, 0.0868908
0.136, -0.05, 5, -0.415617, -0.00277639, -66.2106, -0.122032, -2.35, 0, -0.918726, -0.00277639, -2.22, 0.0651681
0.138, -0.05, 5, -0.415622, -0.00235901, -66.2106, -0.2035, -2.35, 0, -0.91873, -0.00235901, -2.22, 0.0651681
0.14, -0.05, 5, -0.415622, 1.47544e-05, -66.2106, -0.0244636, -2.35, 0, -0.91873, 1.47544e-05, -2.22, 0
0.142, -0.05, 5, -0.415621, 0.000287301, -66.2106, 0.0548742, -2.35, 0, -0.91873, 0.000287301, -2.22, 0
0.145, -0.05, 5, -0.41562, 0.000482947, -66.2106, -0.0116699, -2.35, 0, -0.918729, 0.000482947, -2.22, 0
0.147, -0.05, 5, -0.415618, 0.00108782, -66.2106, 0.0488087, -2.35, 0, -0.918727, 0.00108782, -2.22, 0.0434454
0.149, -0.05, 5, -0.415617, 0.00109471, -66.2106, 0.075609, -2.35, 0, -0.918726, 0.00109471, -2.22, 0.0434454
0.152, -0.05, 5, -0.415609, 0.00306383, -66.2106, 0.0874853, -2.35, 0, -0.918717, 0.00306383, -2.22, 0.0434454
0.154, -0.05, 5, -0.415601, 0.0032312, -66.2106, 0.0880542, -2.35, 0, -0.918709, 0.0032312, -2.22, 0
0.156, -0.05, 5, -0.415593, 0.00378586, -66.2106, 0.0883062, -2.35, 0, -0.918701, 0.00378586, -2.22, 0
0.158, -0.05, 5, -0.415586, 0.00369824, -66.2106, 0.088418, -2.35, 0, -0.918694, 0.00369824, -2.22, 0
0.16, -0.05, 5, -0.415579, 0.00332716, -66.2106, 0.0391813, -2.35, 0, -0.918687, 0.00332716, -2.22, 0
0.162, -0.05, 5, -0.415572, 0.00364501, -66.2106, 0.0173627, -2.35, 0, -0.91868, 0.00364501, -2.22, 0
0.164, -0.05, 5, -0.415565, 0.00356398, -66.2106, 0.0147349, -2.35, 0, -0.918673, 0.00356398, -2.22, 0.0651681
0.167, -0.05, 5, -0.415559, 0.00289853, -66.2106, 0.0135705, -2.35, 0, -0.918667, 0.00289853, -2.22, 0.0651681
0.169, -0.05, 5, -0.415555, 0.0016778, -66.2106, 0.00914287, -2.35, 0, -0.918664, 0.0016778, -2.22, 0
0.171, -0.05, 5, -0.415554, 0.00113685, -66.2106, 0.00718083, -2.35, 0, -0.918662, 0.00113685, -2.22, 0
0.173, -0.05, 5, -0.415554, -0.000142798, -66.2106, 0.00396441, -2.35, 0, -0.918663, -0.000142798, -2.22, 0
0.175, -0.05, 5, -0.415555, -0.000450254, -66.2106, 0.0025391, -2.35, 0, -0.918664, -0.000450254, -2.22, 0
0.177, -0.05, 5, -0.415558, -0.00155248, -66.2106, 0.00190749, -2.35, 0, -0.918667, -0.00155248, -2.22, 0
0.179, -0.05, 5, -0.415562, -0.00163256, -66.2106, 0.0016276, -2.35, 0, -0.91867, -0.00163256, -2.22, 0
0.181, -0.05, 5, -0.415571, -0.00300507, -66.2106, 0.01715, -2.35, 0, -0.918679, -0.00300507, -2.22, 0.0434454
0.183, -0.05, 5, -0.415579, -0.00342795, -66.2106, 0.0240285, -2.35, 0, -0.918687, -0.00342795, -2.22, 0.0434454
0.185, -0.05, 5, -0.415583, -0.00361534, -66.2106, 0.0270767, -2.35, 0, -0.918691, -0.00361534, -2.22, 0.0434454
0.187, -0.05, 5, -0.415591, -0.00377413, -66.2106, 0.0119987, -2.35, 0, -0.918699, -0.00377413, -2.22, 0
0.189, -0.05, 5, -0.415594, -0.00384449, -66.2106, 0.00531706, -2.35, 0, -0.918703, -0.00384449, -2.22, 0
0.191, -0.05, 5, -0.415608, -0.00391229, -66.2106, 0.0563363, -2.35, 0, -0.918717, -0.00391229, -2.22, 0
0.193, -0.05, 5, -0.415619, -0.00397789, -66.2106, 0.0789448, -2.35, 0, -0.918728, -0.00397789, -2.22, 0
0.196, -0.05, 5, -0.415628, -0.00408133, -66.2106, 0.0420243, -2.35, 0, -0.918737, -0.00408133, -2.22, 0.0217227
0.198, -0.05, 5, -0.415634, -0.00275448, -66.2106, 0.0256634, -2.35, 0, -0.918743, -0.00275448, -2.22, 0.0217227
0.2, -0.05, 5, -0.415636, -0.000755108, -66.2106, 0.0184133, -2.35, 0, -0.918744, -0.000755108, -2.22, 0.0217227
0.202, -0.05, 5, -0.415638, -0.00124115, -66.2106, -0.113882, -2.35, 0, -0.918747, -0.00124115, -2.22, 0.0217227
0.204, -0.05, 5, -0.415641, -0.00115797, -66.2106, -0.172507, -2.35, 0, -0.918749, -0.00115797, -2.22, 0.0217227
0.207, -0.05, 5, -0.415642, -0.000378774, -66.2106, -0.0694036, -2.35, 0, -0.91875, -0.000378774, -2.22, 0.0217227
0.209, -0.05, 5, -0.415641, 7.73041e-05, -66.2106, -0.0237144, -2.35, 0, -0.91875, 7.73041e-05, -2.22, 0.0217227
0.211, -0.05, 5, -0.415641, 0.000203496, -66.2106, 0.00670229, -2.35, 0, -0.918749, 0.000203496, -2.22, 0
0.213, -0.05, 5, -0.41564, 0.000371266, -66.2106, 0.0201811, -2.35, 0, -0.918749, 0.000371266, -2.22, 0
0.215, -0.05, 5, -0.415638, 0.00107547, -66.2106, 0.0378888, -2.35, 0, -0.918746, 0.00107547, -2.22, 0.0217227
0.217, -0.05, 5, -0.415636, 0.000976351, -66.2106, 0.0457358, -2.35, 0, -0.918745, 0.000976351, -2.22, 0.0217227
0.219, -0.05, 5, -0.415632, 0.00189791, -66.2106, 0.0492131, -2.35, 0, -0.918741, 0.00189791, -2.22, 0.0217227
0.221, -0.05, 5, -0.415628, 0.00230583, -66.2106, 0.0304137, -2.35, 0, -0.918736, 0.00230583, -2.22, 0.0651681
0.223, -0.05, 5, -0.415625, 0.00133815, -66.2106, 0.022083, -2.35, 0, -0.918733, 0.00133815, -2.22, 0.0651681
0.225, -0.05, 5, -0.415622, 0.00179908, -66.2106, 0.0379493, -2.35, 0, -0.91873, 0.00179908, -2.22, 0
0.227, -0.05, 5, -0.41562, 0.00200334, -66.2106, 0.0449803, -2.35, 0, -0.918729, 0.00200334, -2.22, 0
0.229, -0.05, 5, -0.415618, 0.000870051, -66.2106, 0.048096, -2.35, 0, -0.918726, 0.000870051, -2.22, 0
0.231, -0.05, 5, -0.415617, 0.000367847, -66.2106, 0.0494766, -2.35, 0, -0.918725, 0.000367847, -2.22, 0
0.233, -0.05, 5, -0.415616, 0.000145302, -66.2106, 0.0250542, -2.35, 0, -0.918725, 0.000145302, -2.22, 0
0.235, -0.05, 5, -0.415612, 0.000530428, -66.2106, 0.0142317, -2.35, 0, -0.918721, 0.000530428, -2.22, 0
0.237, -0.05, 5, -0.415611, 0.000701092, -66.2106, 0.0094359, -2.35, 0, -0.918719, 0.000701092, -2.22, 0
0.239, -0.05, 5, -0.41561, 0.000182716, -66.2106, 0.044862, -2.35, 0, -0.918719, 0.000182716, -2.22, 0
0.24, -0.05, 5, -0.41561, 6.55498e-05, -66.2106, 0.0605607, -2.35, 0, -0.918719, 6.55498e-05, -2.22, 0
0.242, -0.05, 5, -0.41561, 1.36288e-05, -66.2106, 0.0675173, -2.35, 0, -0.918718, 1.36288e-05, -2.22, 0
0.243, -0.05, 5, -0.41561, -0.000268685, -66.2106, -0.112463, -2.35, 0, -0.918718, -0.000268685, -2.22, 0
0.245, -0.05, 5, -0.41561, -0.000393788, -66.2106, -0.192219, -2.35, 0, -0.918718, -0.000393788, -2.22, 0
0.247, -0.05, 5, -0.415611, -0.000674081, -66.2106, -0.0773561, -2.35, 0, -0.918719, -0.000674081, -2.22, -0.0868908
0.249, -0.05, 5, -0.415611, 9.25742e-05, -66.2106, -0.0264562, -2.35, 0, -0.918719, 9.25742e-05, -2.22, -0.0868908
0.251, -0.05, 5, -0.415611, -5.08427e-05, -66.2106, 0.02661, -2.35, 0, -0.918719, -5.08427e-05, -2.22, -0.0868908
0.253, -0.05, 5, -0.41561, 0.000218341, -66.2106, 0.0501256, -2.35, 0, -0.918719, 0.000218341, -2.22, -0.0868908
0.255, -0.05, 5, -0.415609, 0.000521742, -66.2106, 0.0668048, -2.35, 0, -0.918718, 0.000521742, -2.22, 0
0.257, -0.05, 5, -0.415608, 0.000731372, -66.2106, 0.0741959, -2.35, 0, -0.918717, 0.000731372, -2.22, 0
0.259, -0.05, 5, -0.415607, 0.000379098, -66.2106, 0.032879, -2.35, 0, -0.918716, 0.000379098, -2.22, 0.0217227
0.261, -0.05, 5, -0.415608, -0.00037063, -66.2106, 0.027087, -2.35, 0, -0.918717, -0.00037063, -2.22, 0
0.263, -0.05, 5, -0.415608, 0.000225109, -66.2106, 0.0245204, -2.35, 0, -0.918716, 0.000225109, -2.22, 0
0.265, -0.05, 5, -0.41561, -0.000956774, -66.2106, 0.0906626, -2.35, 0, -0.918718, -0.000956774, -2.22, 0
0.267, -0.05, 5, -0.415611, -0.000813106, -66.2106, 0.119973, -2.35, 0, -0.91872, -0.000813106, -2.22, 0
0.269, -0.05, 5, -0.415613, -0.00100847, -66.2106, 0.114185, -2.35, 0, -0.918722, -0.00100847, -2.22, 0
0.271, -0.05, 5, -0.415615, -0.000835156, -66.2106, 0.111621, -2.35, 0, -0.918723, -0.000835156, -2.22, 0
0.273, -0.05, 5, -0.415617, -0.000807057, -66.2106, 0.110484, -2.35, 0, -0.918725, -0.000807057, -2.22, 0
0.275, -0.05, 5, -0.415621, -0.00196701, -66.2106, -0.0644767, -2.35, 0, -0.91873, -0.00196701, -2.22, 0
0.277, -0.05, 5, -0.415625, -0.00177731, -66.2106, -0.142008, -2.35, 0, -0.918733, -0.00177731, -2.22, 0
0.279, -0.05, 5, -0.415629, -0.00217567, -66.2106, -0.193577, -2.35, 0, -0.918738, -0.00217567, -2.22, 0.0434454
0.281, -0.05, 5, -0.415636, -0.00324332, -66.2106, -0.216429, -2.35, 0, -0.918744, -0.00324332, -2.22, 0.0434454
0.283, -0.05, 5, -0.415642, -0.00323468, -66.2106, -0.199174, -2.35, 0, -0.91875, -0.00323468, -2.22, 0
0.285, -0.05, 5, -0.415648, -0.0030084, -66.2106, -0.191528, -2.35, 0, -0.918756, -0.0030084, -2.22, 0
0.287, -0.05, 5, -0.415652, -0.00183344, -66.2106, -0.0113349, -2.35, 0, -0.91876, -0.00183344, -2.22, 0.0651681
0.289, -0.05, 5, -0.415653, -0.000980052, -66.2106, 0.0685152, -2.35, 0, -0.918762, -0.000980052, -2.22, 0.0651681
0.291, -0.05, 5, -0.415655, -0.000527203, -66.2106, 0.1039, -2.35, 0, -0.918763, -0.000527203, -2.22, 0.0651681
0.293, -0.05, 5, -0.415655, 0.000451598, -66.2106, 0.056212, -2.35, 0, -0.918763, 0.000451598, -2.22, -0.0217227
0.295, -0.05, 5, -0.415655, 0.000885341, -66.2106, 0.0350798, -2.35, 0, -0.918763, 0.000885341, -2.22, -0.0217227
0.297, -0.05, 5, -0.415653, 0.00111445, -66.2106, 0.0671783, -2.35, 0, -0.918762, 0.00111445, -2.22, 0
0.299, -0.05, 5, -0.415651, 0.00147781, -66.2106, 0.0814023, -2.35, 0, -0.918759, 0.00147781, -2.22, 0
0.301, -0.05, 5, -0.415647, 0.00193549, -66.2106, -0.117262, -2.35, 0, -0.918755, 0.00193549, -2.22, -0.0434454
0.303, -0.05, 5, -0.415643, 0.00199032, -66.2106, -0.205298, -2.35, 0, -0.918751, 0.00199032, -2.22, -0.0434454
0.305, -0.05, 5, -0.415639, 0.00205245, -66.2106, -0.0612471, -2.35, 0, -0.918747, 0.00205245, -2.22, 0.0868908
0.307, -0.05, 5, -0.415634, 0.00271028, -66.2106, 0.00258731, -2.35, 0, -0.918743, 0.00271028, -2.22, 0.0868908
0.309, -0.05, 5, -0.415629, 0.00300214, -66.2106, 0.0543443, -2.35, 0, -0.918737, 0.00300214, -2.22, -0.0217227
0.311, -0.05, 5, -0.415624, 0.0026846, -66.2106, 0.0772798, -2.35, 0, -0.918732, 0.0026846, -2.22, -0.0217227
0.313, -0.05, 5, -0.41562, 0.00180302, -66.2106, -0.0901434, -2.35, 0, -0.918728, 0.00180302, -2.22, 0.0651681
0.315, -0.05, 5, -0.415615, 0.00252434, -66.2106, -0.164335, -2.35, 0, -0.918724, 0.00252434, -2.22, 0.0651681
0.317, -0.05, 5, -0.415609, 0.00317734, -66.2106, -0.197212, -2.35, 0, -0.918717, 0.00317734, -2.22, 0.0651681
0.319, -0.05, 5, -0.415604, 0.0025028, -66.2106, -0.211781, -2.35, 0, -0.918712, 0.0025028, -2.22, 0.0651681
0.321, -0.05, 5, -0.415601, 0.00134985, -66.2106, -0.0296977, -2.35, 0, -0.91871, 0.00134985, -2.22, 0
0.323, -0.05, 5, -0.415598, 0.00150625, -66.2106, 0.0509901, -2.35, 0, -0.918707, 0.00150625, -2.22, 0
0.325, -0.05, 5, -0.415595, 0.00179817, -66.2106, -0.0877115, -2.35, 0, -0.918703, 0.00179817, -2.22, 0.0434454
0.327, -0.05, 5, -0.415591, 0.00114988, -66.2106, -0.149175, -2.35, 0, -0.918699, 0.00114988, -2.22, 0.0434454
0.329, -0.05, 5, -0.415589, 0.000862602, -66.2106, -0.207705, -2.35, 0, -0.918698, 0.000862602, -2.22, 0.0217227
0.331, -0.05, 5, -0.415589, 0.000474906, -66.2106, -0.233642, -2.35, 0, -0.918697, 0.000474906, -2.22, 0.0217227
0.333, -0.05, 5, -0.415592, -0.00155104, -66.2106, -0.0346912, -2.35, 0, -0.9187, -0.00155104, -2.22, 0.0651681
0.335, -0.05, 5, -0.415595, -0.00174441, -66.2106, 0.0534712, -2.35, 0, -0.918704, -0.00174441, -2.22, 0.0651681
0.337, -0.05, 5, -0.415598, -0.00127391, -66.2106, 0.0612464, -2.35, 0, -0.918706, -0.00127391, -2.22, -0.0434454
0.339, -0.05, 5, -0.4156, -0.00117503, -66.2106, 0.0646919, -2.35, 0, -0.918709, -0.00117503, -2.22, -0.0434454
0.341, -0.05, 5, -0.415604, -0.00183578, -66.2106, 0.0560486, -2.35, 0, -0.918712, -0.00183578, -2.22, 0
0.343, -0.05, 5, -0.415608, -0.00190618, -66.2106, 0.0522184, -2.35, 0, -0.918716, -0.00190618, -2.22, 0
0.345, -0.05, 5, -0.415611, -0.00171532, -66.2106, 0.0286162, -2.35, 0, -0.918719, -0.00171532, -2.22, -0.0651681
0.347, -0.05, 5, -0.415614, -0.00174227, -66.2106, 0.0181571, -2.35, 0, -0.918723, -0.00174227, -2.22, -0.0651681
0.349, -0.05, 5, -0.415618, -0.00193892, -66.2106, -0.0928732, -2.35, 0, -0.918727, -0.00193892, -2.22, 0.0217227
0.351, -0.05, 5, -0.415621, -0.00169211, -66.2106, -0.142075, -2.35, 0, -0.91873, -0.00169211, -2.22, 0.0217227
0.353, -0.05, 5, -0.415626, -0.00247325, -66.2106, -0.163878, -2.35, 0, -0.918735, -0.00247325, -2.22, 0
0.355, -0.05, 5, -0.41563, -0.00178062, -66.2106, -0.17354, -2.35, 0, -0.918738, -0.00178062, -2.22, 0
0.357, -0.05, 5, -0.415633, -0.0012757, -66.2106, -0.0581262, -2.35, 0, -0.918741, -0.0012757, -2.22, 0
0.359, -0.05, 5, -0.415635, -0.000730709, -66.2106, -0.00698222, -2.35, 0, -0.918743, -0.000730709, -2.22, 0
0.361, -0.05, 5, -0.415635, -0.000452896, -66.2106, 0.0156816, -2.35, 0, -0.918744, -0.000452896, -2.22, 0
0.363, -0.05, 5, -0.415635, -0.000329786, -66.2106, 0.0218132, -2.35, 0, -0.918744, -0.000329786, -2.22, 0.0217227
0.365, -0.05, 5, -0.415635, 0.000244204, -66.2106, 0.0245303, -2.35, 0, -0.918743, 0.000244204, -2.22, 0.0217227
0.367, -0.05, 5, -0.415633, 0.000759314, -66.2106, 0.0257344, -2.35, 0, -0.918741, 0.000759314, -2.22, 0.0217227
0.369, -0.05, 5, -0.415631, 0.000543121, -66.2106, 0.0481729, -2.35, 0, -0.918739, 0.000543121, -2.22, 0
0.371, -0.05, 5, -0.41563, 0.000447318, -66.2106, 0.0588986, -2.35, 0, -0.918738, 0.000447318, -2.22, 0.0434454
0.373, -0.05, 5, -0.41563, -7.72566e-05, -66.2106, 0.0636515, -2.35, 0, -0.918738, -7.72566e-05, -2.22, 0.0434454
0.375, -0.05, 5, -0.415629, 9.84892e-05, -66.2106, 0.0673224, -2.35, 0, -0.918738, 9.84892e-05, -2.22, -0.0217227
0.377, -0.05, 5, -0.415624, 0.0012874, -66.2106, 0.0689491, -2.35, 0, -0.918733, 0.0012874, -2.22, -0.0217227
0.379, -0.05, 5, -0.415622, 0.00181426, -66.2106, 0.0305539, -2.35, 0, -0.918731, 0.00181426, -2.22, 0
0.381, -0.05, 5, -0.415618, 0.00212101, -66.2106, 0.0135396, -2.35, 0, -0.918727, 0.00212101, -2.22, 0
0.384, -0.05, 5, -0.415617, 0.000848208, -66.2106, 0.0224286, -2.35, 0, -0.918726, 0.000848208, -2.22, 0
0.386, -0.05, 5, -0.415616, 0.000656657, -66.2106, 0.0263677, -2.35, 0, -0.918725, 0.000656657, -2.22, 0
0.388, -0.05, 5, -0.415614, 0.00131355, -66.2106, 0.0750524, -2.35, 0, -0.918722, 0.00131355, -2.22, 0.0434454
0.39, -0.05, 5, -0.415612, 0.0010841, -66.2106, 0.0966265, -2.35, 0, -0.91872, 0.0010841, -2.22, 0.0434454
0.392, -0.05, 5, -0.415608, 0.00187236, -66.2106, 0.092105, -2.35, 0, -0.918716, 0.00187236, -2.22, 0
0.393, -0.05, 5, -0.415604, 0.00211051, -66.2106, 0.0901013, -2.35, 0, -0.918712, 0.00211051, -2.22, 0
0.395, -0.05, 5, -0.415602, 0.00221604, -66.2106, 0.0892134, -2.35, 0, -0.91871, 0.00221604, -2.22, 0
0.397, -0.05, 5, -0.4156, 0.00152119, -66.2106, 0.0653504, -2.35, 0, -0.918709, 0.00152119, -2.22, 0
0.399, -0.05, 5, -0.4156, 0.000211481, -66.2106, -0.0492728, -2.35, 0, -0.918709, 0.000211481, -2.22, 0
0.401, -0.05, 5, -0.4156, 0.000336236, -66.2106, -0.100067, -2.35, 0, -0.918708, 0.000336236, -2.22, 0
0.403, -0.05, 5, -0.415598, 0.00113286, -66.2106, -0.122575, -2.35, 0, -0.918706, 0.00113286, -2.22, 0
