T,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_vel,c_pitch_pos,c_pitch_vel,Fr,wheel_torque
0.078, -3.84101, -2.58746e-05, 287.324, 0.0249548, 0, 0, -0.661396, -2.58746e-05, 5, -0.0434454
0.082, -3.84102, 0.000505218, 287.324, 0.0110584, 0, 0, -0.661397, 0.000505218, 5, -0.0217227
0.087, -3.84102, -0.000283793, 287.324, 0.00490039, 0, 0, -0.661402, -0.000283793, 5, -0.0217227
0.092, -3.84102, 3.38617e-05, 287.324, -0.00252238, 0, 0, -0.661403, 3.38617e-05, 5, -0.0217227
0.096, -3.84102, -0.000755308, 287.324, 0.00592312, 0, 0, -0.661405, -0.000755308, 5, 0.0434454
0.101, -3.84102, -0.00047212, 287.324, 0.00731868, 0, 0, -0.661405, -0.00047212, 5, 0
0.105, -3.84102, -0.00038419, 287.324, -0.0523016, 0, 0, -0.661404, -0.00038419, 5, -0.0434454
0.11, -3.84102, -0.000456898, 287.324, -0.0231768, 0, 0, -0.661405, -0.000456898, 5, 0
0.114, -3.84102, -0.000304039, 287.324, 0.0867372, 0, 0, -0.661405, -0.000304039, 5, -0.0434454
0.118, -3.84102, -0.000272422, 287.324, 0.0384365, 0, 0, -0.661405, -0.000272422, 5, -0.0868908
0.123, -3.84102, 0.000150266, 287.324, 0.0170326, 0, 0, -0.661403, 0.000150266, 5, 0.130336
0.127, -3.84102, 0.000522896, 287.324, 0.0075478, 0, 0, -0.661402, 0.000522896, 5, 0.130336
0.131, -3.84102, 0.000427734, 287.324, 0.00178007, 0, 0, -0.661401, 0.000427734, 5, -0.0217227
0.135, -3.84102, 0.00112793, 287.324, 0.00157114, 0, 0, -0.661399, 0.00112793, 5, 0
0.139, -3.84102, 0.00103, 287.324, 0.000696229, 0, 0, -0.661398, 0.00103, 5, -0.0651681
0.144, -3.84102, 0.000541972, 287.324, 0.000308525, 0, 0, -0.661398, 0.000541972, 5, 0
0.148, -3.84101, 0.000435474, 287.324, 0.000136719, 0, 0, -0.661396, 0.000435474, 5, -0.0434454
0.153, -3.84101, 0.000276412, 287.324, -0.000721735, 0, 0, -0.661395, 0.000276412, 5, 0
0.158, -3.84101, 0.000503004, 287.324, -0.000319828, 0, 0, -0.661395, 0.000503004, 5, 0.0217227
0.163, -3.84101, -0.0001027, 287.324, -0.153476, 0, 0, -0.661394, -0.0001027, 5, -0.0651681
0.168, -3.84101, -0.000297979, 287.324, -0.0695758, 0, 0, -0.661396, -0.000297979, 5, 0.0868908
0.173, -3.84101, -0.000420381, 287.324, -0.0308316, 0, 0, -0.661395, -0.000420381, 5, 0
0.178, -3.84101, -0.000174829, 287.324, -0.0113157, 0, 0, -0.661395, -0.000174829, 5, 0.0217227
0.182, -3.84101, 0.000189698, 287.324, -0.127839, 0, 0, -0.661394, 0.000189698, 5, 0
0.186, -3.84101, -5.53938e-05, 287.324, -0.0566501, 0, 0, -0.661394, -5.53938e-05, 5, 0.0868908
0.19, -3.84101, 9.50044e-05, 287.324, -0.0251038, 0, 0, -0.661393, 9.50044e-05, 5, -0.0434454
0.195, -3.84101, 0.000606256, 287.324, 0.0123452, 0, 0, -0.661391, 0.000606256, 5, 0
0.199, -3.84101, -0.000205786, 287.324, 0.00547061, 0, 0, -0.66139, -0.000205786, 5, -0.0434454
0.203, -3.84101, -0.000638606, 287.324, -0.0171338, 0, 0, -0.661391, -0.000638606, 5, 0.108613
0.207, -3.84101, -0.000496776, 287.324, 0.145742, 0, 0, -0.661392, -0.000496776, 5, 0.0434454
0.211, -3.84101, -0.000546384, 287.325, 0.217919, 0, 0, -0.661393, -0.000546384, 5, 0.0434454
0.216, -3.84101, -0.000639312, 287.324, 0.0973501, 0, 0, -0.661395, -0.000639312, 5, 0
0.22, -3.84101, -0.000533783, 287.324, 0.0556566, 0, 0, -0.661395, -0.000533783, 5, -0.0434454
0.226, -3.84102, -0.00108271, 287.324, 0.0121464, 0, 0, -0.661398, -0.00108271, 5, 0
0.23, -3.84101, -0.000101367, 287.324, 0.00225324, 0, 0, -0.661396, -0.000101367, 5, -0.0217227
0.235, -3.84101, 0.000148908, 287.324, 0.000998494, 0, 0, -0.661396, 0.000148908, 5, 0
0.24, -3.84101, 0.000408101, 287.324, -0.00033985, 0, 0, -0.661396, 0.000408101, 5, -0.0651681
0.244, -3.84101, 0.00104228, 287.324, -0.0001506, 0, 0, -0.661396, 0.00104228, 5, 0
0.248, -3.84101, 0.00102861, 287.324, 0.0132327, 0, 0, -0.661394, 0.00102861, 5, -0.0434454
0.252, -3.84101, 0.000205731, 287.324, 0.00586391, 0, 0, -0.661395, 0.000205731, 5, 0.0434454
0.257, -3.84101, -0.000343586, 287.324, 0.00259851, 0, 0, -0.661395, -0.000343586, 5, 0.0434454
0.262, -3.84101, 0.000155227, 287.324, 0.146663, 0, 0, -0.661395, 0.000155227, 5, -0.0434454
0.266, -3.84101, -0.00033055, 287.324, 0.0587333, 0, 0, -0.661395, -0.00033055, 5, 0.0217227
0.271, -3.84101, -0.000137995, 287.324, -0.0287355, 0, 0, -0.661395, -0.000137995, 5, 0.0434454
0.275, -3.84101, 5.93799e-05, 287.324, -0.0385503, 0, 0, -0.661396, 5.93799e-05, 5, 0
0.279, -3.84102, -0.000484202, 287.324, -0.0405527, 0, 0, -0.661398, -0.000484202, 5, -0.0217227
0.283, -3.84102, -0.000540249, 287.324, -0.04144, 0, 0, -0.6614, -0.000540249, 5, -0.0217227
0.287, -3.84102, -0.000453532, 287.324, -0.0277515, 0, 0, -0.6614, -0.000453532, 5, -0.0434454
0.291, -3.84102, -0.000300733, 287.324, -0.0561076, 0, 0, -0.661401, -0.000300733, 5, 0
0.295, -3.84102, -0.00101282, 287.324, -0.0686733, 0, 0, -0.661402, -0.00101282, 5, 0
0.299, -3.84102, -0.00143887, 287.324, -0.0718947, 0, 0, -0.661406, -0.00143887, 5, 0.0434454
0.304, -3.84103, -0.000626619, 287.324, -0.0451587, 0, 0, -0.661408, -0.000626619, 5, -0.0651681
0.308, -3.84103, -0.000119688, 287.324, 0.102813, 0, 0, -0.661408, -0.000119688, 5, -0.0217227
0.312, -3.84103, -0.000265588, 287.324, -0.00920223, 0, 0, -0.66141, -0.000265588, 5, 0
0.316, -3.84103, 0.000301603, 287.324, -0.0596226, 0, 0, -0.661411, 0.000301603, 5, 0.0434454
0.32, -3.84103, -0.000263151, 287.324, -0.026421, 0, 0, -0.661413, -0.000263151, 5, 0
0.325, -3.84103, -0.000180563, 287.324, -0.0117081, 0, 0, -0.661414, -0.000180563, 5, 0.0217227
0.33, -3.84103, -3.2624e-05, 287.324, -0.00518831, 0, 0, -0.661415, -3.2624e-05, 5, -0.0651681
0.335, -3.84103, 0.000293127, 287.324, -0.0218571, 0, 0, -0.661417, 0.000293127, 5, 0
0.34, -3.84104, -0.000156331, 287.324, 0.126438, 0, 0, -0.661419, -0.000156331, 5, -0.0434454
0.344, -3.84104, 5.15198e-05, 287.325, 0.192153, 0, 0, -0.661418, 5.15198e-05, 5, -0.0434454
0.349, -3.84103, 0.000145043, 287.324, 0.0851502, 0, 0, -0.661417, 0.000145043, 5, 0
0.354, -3.84104, -0.000333835, 287.324, 0.0330393, 0, 0, -0.661418, -0.000333835, 5, 0
0.36, -3.84104, -0.00054604, 287.324, 0.0169879, 0, 0, -0.66142, -0.00054604, 5, -0.0434454
0.367, -3.84104, -0.000899121, 287.325, 0.154604, 0, 0, -0.661423, -0.000899121, 5, -0.0868908
0.372, -3.84104, -0.000537532, 287.325, 0.190553, 0, 0, -0.661424, -0.000537532, 5, 0.0217227
0.377, -3.84104, 0.000292664, 287.324, 0.0844411, 0, 0, -0.661423, 0.000292664, 5, 0
0.382, -3.84104, -0.000305199, 287.324, -0.0173434, 0, 0, -0.661423, -0.000305199, 5, -0.0434454
0.387, -3.84104, -5.05281e-05, 287.324, -0.00768552, 0, 0, -0.661427, -5.05281e-05, 5, -0.0217227
0.391, -3.84105, 0.000248022, 287.324, -0.0472157, 0, 0, -0.661427, 0.000248022, 5, 0
0.395, -3.84105, -0.000361286, 287.324, -0.0263993, 0, 0, -0.661429, -0.000361286, 5, -0.0217227
0.399, -3.84105, 7.25611e-05, 287.324, -0.0140455, 0, 0, -0.661429, 7.25611e-05, 5, -0.108613
0.403, -3.84104, 7.95255e-05, 287.324, -0.0609865, 0, 0, -0.661426, 7.95255e-05, 5, -0.0868908
0.408, -3.84104, 0.000267328, 287.324, -0.0270254, 0, 0, -0.661424, 0.000267328, 5, 0
0.413, -3.84104, -0.000501971, 287.324, 0.141359, 0, 0, -0.661424, -0.000501971, 5, -0.0434454
0.417, -3.84104, 0.000306865, 287.324, 0.044648, 0, 0, -0.661424, 0.000306865, 5, -0.0434454
0.422, -3.84104, 0.000591916, 287.324, 0.0197852, 0, 0, -0.661422, 0.000591916, 5, 0
0.427, -3.84104, 0.000828052, 287.325, 0.216865, 0, 0, -0.66142, 0.000828052, 5, -0.0651681
0.431, -3.84103, 0.000488116, 287.325, 0.304198, 0, 0, -0.661416, 0.000488116, 5, -0.0651681
0.437, -3.84104, -0.000478375, 287.324, 0.134801, 0, 0, -0.661417, -0.000478375, 5, 0
0.443, -3.84104, -0.000127255, 287.324, 0.0613002, 0, 0, -0.661418, -0.000127255, 5, 0
0.448, -3.84104, -0.000267685, 287.325, 0.180499, 0, 0, -0.661419, -0.000267685, 5, -0.0868908
0.452, -3.84104, -0.00010862, 287.324, 0.0799859, 0, 0, -0.661421, -0.00010862, 5, 0
0.456, -3.84104, 0.000182136, 287.324, 0.0354447, 0, 0, -0.661421, 0.000182136, 5, 0
0.461, -3.84104, -0.000168761, 287.324, 0.0211831, 0, 0, -0.661423, -0.000168761, 5, 0
0.467, -3.84104, -6.4652e-05, 287.324, -0.0226881, 0, 0, -0.661423, -6.4652e-05, 5, -0.0217227
0.471, -3.84104, -0.000687028, 287.324, -0.0045777, 0, 0, -0.661423, -0.000687028, 5, -0.0434454
0.476, -3.84104, -0.000294177, 287.324, -0.00202855, 0, 0, -0.661423, -0.000294177, 5, 0.0217227
0.48, -3.84104, -0.00041626, 287.324, -0.000898926, 0, 0, -0.661423, -0.00041626, 5, 0.0868908
0.485, -3.84104, 0.00015703, 287.324, -0.000398347, 0, 0, -0.661424, 0.00015703, 5, 0.0868908
0.49, -3.84104, 0.000449509, 287.324, 0.114825, 0, 0, -0.661425, 0.000449509, 5, -0.0651681
0.495, -3.84104, -0.000275169, 287.324, -0.00153242, 0, 0, -0.661426, -0.000275169, 5, 0.0651681
0.499, -3.84104, 0.000775874, 287.324, -0.00224371, 0, 0, -0.661424, 0.000775874, 5, 0
0.503, -3.84104, 0.000515209, 287.324, -0.00177659, 0, 0, -0.661423, 0.000515209, 5, -0.0434454
0.508, -3.84104, 0.00101865, 287.325, 0.121255, 0, 0, -0.661421, 0.00101865, 5, 0.130336
0.518, -3.84104, -0.000688123, 287.324, 0.0255689, 0, 0, -0.661419, -0.000688123, 5, 0.108613
0.522, -3.84104, 0.0006312, 287.324, -0.0442142, 0, 0, -0.661418, 0.0006312, 5, -0.0217227
0.526, -3.84104, -8.40093e-06, 287.324, 0.0140468, 0, 0, -0.661417, -8.40093e-06, 5, -0.0217227
0.531, -3.84104, -0.000586541, 287.324, 0.00387771, 0, 0, -0.661418, -0.000586541, 5, -0.0217227
0.536, -3.84104, -0.000212522, 287.324, -0.000628604, 0, 0, -0.661418, -0.000212522, 5, -0.0217227
0.541, -3.84104, -8.37575e-05, 287.324, 0.00598, 0, 0, -0.661419, -8.37575e-05, 5, -0.0217227
0.545, -3.84104, 0.000380328, 287.324, 0.00186764, 0, 0, -0.661417, 0.000380328, 5, -0.0434454
0.55, -3.84104, 0.000585981, 287.324, 4.53017e-05, 0, 0, -0.661417, 0.000585981, 5, -0.0434454
0.559, -3.84104, 0.000158813, 287.324, 2.00749e-05, 0, 0, -0.661417, 0.000158813, 5, 0
0.573, -3.84104, -0.000140572, 287.324, 0.00235586, 0, 0, -0.66142, -0.000140572, 5, -0.0434454
0.58, -3.84104, -0.000645125, 287.324, -0.018514, 0, 0, -0.661422, -0.000645125, 5, 0
0.585, -3.84104, 0.000428419, 287.324, -0.0277623, 0, 0, -0.661423, 0.000428419, 5, 0
0.59, -3.84104, -0.000247098, 287.324, 0.141032, 0, 0, -0.661427, -0.000247098, 5, -0.0217227
0.595, -3.84105, -0.000731905, 287.324, 0.0624966, 0, 0, -0.661431, -0.000731905, 5, 0
0.599, -3.84105, -0.000686466, 287.324, 0.0276946, 0, 0, -0.661435, -0.000686466, 5, 0
0.604, -3.84105, -0.000480561, 287.324, 0.00992555, 0, 0, -0.661436, -0.000480561, 5, 0.0217227
0.61, -3.84106, -0.000130487, 287.324, 0.00439838, 0, 0, -0.66144, -0.000130487, 5, -0.0868908
0.616, -3.84106, 0.00013616, 287.324, -0.0512487, 0, 0, -0.661439, 0.00013616, 5, -0.0868908
0.622, -3.84106, -0.000746104, 287.324, -0.0633908, 0, 0, -0.661439, -0.000746104, 5, -0.0651681
0.627, -3.84106, -0.000208913, 287.324, -0.0280908, 0, 0, -0.661439, -0.000208913, 5, -0.0217227
0.632, -3.84106, -0.000453787, 287.324, -0.0124481, 0, 0, -0.661442, -0.000453787, 5, -0.0217227
0.637, -3.84106, -0.000709456, 287.324, -0.00551622, 0, 0, -0.661446, -0.000709456, 5, -0.0434454
0.642, -3.84107, 6.71578e-05, 287.324, -0.00244444, 0, 0, -0.661448, 6.71578e-05, 5, -0.0434454
0.648, -3.84107, 0.00018959, 287.324, -0.151289, 0, 0, -0.66145, 0.00018959, 5, -0.0217227
0.654, -3.84107, 0.000243144, 287.324, -0.112416, 0, 0, -0.661452, 0.000243144, 5, -0.0434454
0.659, -3.84107, 0.000118505, 287.324, -0.0951904, 0, 0, -0.661452, 0.000118505, 5, -0.0434454
0.664, -3.84107, 0.000287103, 287.324, -0.0343592, 0, 0, -0.661453, 0.000287103, 5, -0.108613
0.668, -3.84107, 2.65637e-05, 287.324, -0.00740264, 0, 0, -0.661452, 2.65637e-05, 5, -0.108613
0.673, -3.84107, 2.3143e-05, 287.324, -0.00640967, 0, 0, -0.661452, 2.3143e-05, 5, 0
0.678, -3.84107, 0.000613556, 287.324, -0.0693376, 0, 0, -0.66145, 0.000613556, 5, 0
0.684, -3.84107, -5.2183e-05, 287.324, -0.0307261, 0, 0, -0.661448, -5.2183e-05, 5, -0.0217227
0.69, -3.84107, -0.000274075, 287.324, -0.0136159, 0, 0, -0.661448, -0.000274075, 5, 0
0.697, -3.84107, -0.000630383, 287.324, -0.0514083, 0, 0, -0.66145, -0.000630383, 5, -0.0651681
0.703, -3.84107, 2.79222e-05, 287.324, -0.0712848, 0, 0, -0.661448, 2.79222e-05, 5, -0.0217227
0.711, -3.84106, 0.000280706, 287.324, -0.0800928, 0, 0, -0.661446, 0.000280706, 5, -0.0217227
0.718, -3.84106, 0.000652151, 287.324, -0.0362744, 0, 0, -0.661447, 0.000652151, 5, 0
0.724, -3.84107, 0.000259243, 287.324, -0.0184215, 0, 0, -0.661448, 0.000259243, 5, -0.108613
0.73, -3.84107, 0.000456758, 287.324, -0.024592, 0, 0, -0.661448, 0.000456758, 5, 0.0217227
0.735, -3.84107, 0.00058066, 287.324, -0.0273263, 0, 0, -0.661447, 0.00058066, 5, 0.0217227
0.74, -3.84107, -0.00029098, 287.324, -0.0121093, 0, 0, -0.661449, -0.00029098, 5, -0.0217227
0.746, -3.84107, -0.000897292, 287.324, -0.0108423, 0, 0, -0.661451, -0.000897292, 5, 0.0651681
0.754, -3.84107, -0.000796782, 287.324, -0.0267096, 0, 0, -0.661452, -0.000796782, 5, -0.0217227
0.76, -3.84107, 0.000472423, 287.324, -0.033741, 0, 0, -0.661451, 0.000472423, 5, -0.0217227
0.769, -3.84107, -7.62745e-05, 287.324, -0.0407685, 0, 0, -0.661449, -7.62745e-05, 5, 0
0.78, -3.84107, 0.000273925, 287.324, -0.018066, 0, 0, -0.661448, 0.000273925, 5, 0
0.787, -3.84107, -9.03701e-05, 287.324, 0.0217224, 0, 0, -0.661447, -9.03701e-05, 5, 0
0.793, -3.84107, -0.000809377, 287.324, 0.0049321, 0, 0, -0.661448, -0.000809377, 5, 0.0217227
0.799, -3.84107, -0.000793597, 287.324, -0.0439713, 0, 0, -0.661451, -0.000793597, 5, -0.0217227
0.809, -3.84107, 0.000252629, 287.324, -0.0249616, 0, 0, -0.66145, 0.000252629, 5, 0
0.815, -3.84107, 8.59368e-05, 287.324, -0.10494, 0, 0, -0.661449, 8.59368e-05, 5, 0.0651681
0.821, -3.84107, -0.00035861, 287.324, -0.0817071, 0, 0, -0.66145, -0.00035861, 5, 0
0.827, -3.84107, -0.000444973, 287.324, -0.0792351, 0, 0, -0.661449, -0.000444973, 5, 0.130336
0.834, -3.84107, -7.61836e-05, 287.324, -0.0789219, 0, 0, -0.66145, -7.61836e-05, 5, -0.0217227
0.841, -3.84107, -0.000765935, 287.324, -0.0349733, 0, 0, -0.661449, -0.000765935, 5, 0
0.849, -3.84107, -0.000702763, 287.324, -0.0209742, 0, 0, -0.66145, -0.000702763, 5, -0.0217227
0.853, -3.84107, -0.000304415, 287.324, -0.0139884, 0, 0, -0.66145, -0.000304415, 5, 0
0.858, -3.84107, -0.000791844, 287.324, -0.00619877, 0, 0, -0.661454, -0.000791844, 5, -0.0434454
0.866, -3.84107, -0.000193269, 287.324, -0.00118226, 0, 0, -0.661452, -0.000193269, 5, 0.0434454
0.871, -3.84107, 0.000108131, 287.324, -0.00521783, 0, 0, -0.66145, 0.000108131, 5, -0.0217227
0.877, -3.84107, -0.000424572, 287.324, -0.0109177, 0, 0, -0.661449, -0.000424572, 5, 0.0434454
0.882, -3.84107, -2.89782e-05, 287.324, -0.0118789, 0, 0, -0.661448, -2.89782e-05, 5, -0.0651681
0.887, -3.84107, -0.000521814, 287.324, -0.0123049, 0, 0, -0.66145, -0.000521814, 5, -0.0651681
0.894, -3.84107, -0.000334569, 287.324, 0.0172345, 0, 0, -0.66145, -0.000334569, 5, -0.0217227
0.903, -3.84107, -0.000584786, 287.324, 0.00685494, 0, 0, -0.661449, -0.000584786, 5, 0
0.911, -3.84107, 0.000121568, 287.324, -0.00165624, 0, 0, -0.661449, 0.000121568, 5, 0
0.917, -3.84107, 0.00028426, 287.324, -0.000733942, 0, 0, -0.661448, 0.00028426, 5, 0
0.922, -3.84107, -0.000345415, 287.324, -0.000325237, 0, 0, -0.661448, -0.000345415, 5, 0
0.927, -3.84106, 0.000487942, 287.324, -0.000926445, 0, 0, -0.661446, 0.000487942, 5, 0.0217227
0.932, -3.84106, -0.000105724, 287.324, -0.00119286, 0, 0, -0.661447, -0.000105724, 5, 0.0217227
0.937, -3.84107, -0.000148358, 287.324, -0.00131092, 0, 0, -0.661448, -0.000148358, 5, 0.0217227
0.945, -3.84106, 0.000424102, 287.324, -0.000580918, 0, 0, -0.661446, 0.000424102, 5, -0.0434454
0.95, -3.84107, -9.98639e-05, 287.324, -0.0331149, 0, 0, -0.661447, -9.98639e-05, 5, -0.0434454
0.954, -3.84107, 0.000260941, 287.324, -0.0146744, 0, 0, -0.661449, 0.000260941, 5, 0
0.958, -3.84107, 0.000125233, 287.324, -0.0628298, 0, 0, -0.661449, 0.000125233, 5, 0
0.963, -3.84107, -0.000566494, 287.324, -0.0841693, 0, 0, -0.66145, -0.000566494, 5, 0
0.969, -3.84107, -0.000315849, 287.324, -0.0936256, 0, 0, -0.661452, -0.000315849, 5, 0
0.975, -3.84107, -0.000426617, 287.324, -0.097816, 0, 0, -0.661454, -0.000426617, 5, 0
0.979, -3.84107, -0.000401184, 287.324, -0.0433459, 0, 0, -0.661457, -0.000401184, 5, -0.108613
0.983, -3.84108, -0.000168225, 287.324, -0.0192082, 0, 0, -0.661458, -0.000168225, 5, -0.108613
0.987, -3.84108, -0.000141128, 287.324, -0.00851187, 0, 0, -0.661459, -0.000141128, 5, 0.0217227
0.991, -3.84108, -0.000350773, 287.324, -0.00142497, 0, 0, -0.661459, -0.000350773, 5, 0
0.996, -3.84107, 0.000780065, 287.324, -0.00532538, 0, 0, -0.661456, 0.000780065, 5, 0.108613
1, -3.84107, 0.000503939, 287.324, -0.00235987, 0, 0, -0.661453, 0.000503939, 5, -0.0217227
1.004, -3.84107, 0.000194886, 287.324, -0.00104575, 0, 0, -0.661451, 0.000194886, 5, 0
1.008, -3.84107, -0.000115869, 287.324, -0.00046341, 0, 0, -0.661453, -0.000115869, 5, 0
1.012, -3.84107, -0.000191752, 287.324, -0.00333463, 0, 0, -0.661453, -0.000191752, 5, 0.0434454
1.016, -3.84107, 0.000148186, 287.324, -0.0014777, 0, 0, -0.661452, 0.000148186, 5, -0.0651681
1.02, -3.84107, -0.000332635, 287.324, -0.000654824, 0, 0, -0.661451, -0.000332635, 5, -0.0651681
1.024, -3.84107, -0.0003225, 287.324, -0.000290177, 0, 0, -0.661453, -0.0003225, 5, 0
1.028, -3.84107, -0.000391873, 287.324, 0.143036, 0, 0, -0.661453, -0.000391873, 5, -0.0217227
1.033, -3.84107, -0.000647141, 287.324, 0.0406973, 0, 0, -0.661454, -0.000647141, 5, -0.0217227
1.038, -3.84107, -0.000276627, 287.324, 0.0180345, 0, 0, -0.661453, -0.000276627, 5, 0
1.042, -3.84107, 7.31176e-05, 287.324, 0.00799175, 0, 0, -0.661452, 7.31176e-05, 5, 0
1.046, -3.84107, 0.00019213, 287.324, 0.00354144, 0, 0, -0.661451, 0.00019213, 5, 0
1.05, -3.84107, 0.000355901, 287.324, 0.00156935, 0, 0, -0.661451, 0.000355901, 5, 0
1.054, -3.84107, 0.000688446, 287.324, 0.00226008, 0, 0, -0.661448, 0.000688446, 5, 0
1.058, -3.84107, 5.53719e-05, 287.324, 0.15903, 0, 0, -0.661447, 5.53719e-05, 5, -0.0434454
1.062, -3.84106, 0.000591881, 287.324, 0.0571728, 0, 0, -0.661445, 0.000591881, 5, 0
1.067, -3.84106, 0.000495393, 287.324, 0.0237707, 0, 0, -0.661443, 0.000495393, 5, -0.0217227
1.071, -3.84106, 7.70544e-06, 287.324, 0.0105337, 0, 0, -0.661443, 7.70544e-06, 5, -0.0217227
1.075, -3.84106, -0.000244343, 287.324, 0.00466788, 0, 0, -0.661443, -0.000244343, 5, -0.0217227
1.08, -3.84106, -0.000430949, 287.324, -0.0417414, 0, 0, -0.661443, -0.000430949, 5, 0
1.085, -3.84106, -0.000439313, 287.324, -0.0357082, 0, 0, -0.661444, -0.000439313, 5, 0
1.089, -3.84106, -0.000369164, 287.324, -0.0158236, 0, 0, -0.661445, -0.000369164, 5, 0
1.093, -3.84106, -0.000115674, 287.324, -0.0195292, 0, 0, -0.661446, -0.000115674, 5, 0
1.097, -3.84107, -0.000486462, 287.324, 0.0953945, 0, 0, -0.661448, -0.000486462, 5, -0.0217227
1.101, -3.84107, -0.000426724, 287.325, 0.146321, 0, 0, -0.661449, -0.000426724, 5, -0.0217227
1.105, -3.84107, -0.000809968, 287.324, 0.0210306, 0, 0, -0.66145, -0.000809968, 5, 0
1.111, -3.84107, -0.000905419, 287.324, 0.0085371, 0, 0, -0.661452, -0.000905419, 5, 0
1.116, -3.84107, -0.000390798, 287.325, 0.157118, 0, 0, -0.661451, -0.000390798, 5, 0
1.12, -3.84107, -0.000941755, 287.324, 0.0344204, 0, 0, -0.661454, -0.000941755, 5, -0.0651681
1.124, -3.84108, -0.00122473, 287.325, 0.168588, 0, 0, -0.661457, -0.00122473, 5, -0.0868908
1.128, -3.84108, -0.000867628, 287.324, 0.0700136, 0, 0, -0.661458, -0.000867628, 5, -0.0434454
1.132, -3.84108, -0.000635613, 287.324, 0.0145969, 0, 0, -0.661458, -0.000635613, 5, 0
1.136, -3.84108, -0.000235397, 287.324, 0.00646843, 0, 0, -0.661458, -0.000235397, 5, -0.0217227
1.14, -3.84108, -0.000205333, 287.324, -0.00730376, 0, 0, -0.661458, -0.000205333, 5, -0.0217227
1.144, -3.84108, 0.000140115, 287.324, 0.0186684, 0, 0, -0.661457, 0.000140115, 5, -0.0217227
1.148, -3.84107, 0.000147041, 287.324, -0.0097207, 0, 0, -0.661457, 0.000147041, 5, 0
1.153, -3.84107, 0.000817936, 287.324, -0.0043076, 0, 0, -0.661455, 0.000817936, 5, 0
1.158, -3.84107, 0.000224002, 287.324, 0.0199961, 0, 0, -0.661455, 0.000224002, 5, -0.0868908
1.163, -3.84107, 7.24384e-05, 287.324, 0.00886102, 0, 0, -0.661457, 7.24384e-05, 5, -0.0651681
1.168, -3.84107, 0.000450551, 287.324, -0.00702583, 0, 0, -0.661456, 0.000450551, 5, 0.0217227
1.173, -3.84107, -0.000345861, 287.324, -0.0179775, 0, 0, -0.661454, -0.000345861, 5, 0
1.177, -3.84107, 0.000748075, 287.324, -0.0228306, 0, 0, -0.661449, 0.000748075, 5, 0
1.181, -3.84106, 0.000454012, 287.324, -0.0742673, 0, 0, -0.661446, 0.000454012, 5, -0.0434454
1.186, -3.84106, 0.000323702, 287.324, -0.0970609, 0, 0, -0.661445, 0.000323702, 5, -0.0434454
1.192, -3.84106, 0.000339642, 287.324, -0.0477052, 0, 0, -0.661444, 0.000339642, 5, 0
1.197, -3.84106, -2.45297e-05, 287.324, -0.0258339, 0, 0, -0.661445, -2.45297e-05, 5, 0
1.202, -3.84106, -0.000186035, 287.324, -0.0161419, 0, 0, -0.661446, -0.000186035, 5, 0
1.206, -3.84106, 0.0002981, 287.324, -0.0102823, 0, 0, -0.661445, 0.0002981, 5, -0.0868908
1.21, -3.84106, -0.000416143, 287.324, -0.00768577, 0, 0, -0.661447, -0.000416143, 5, -0.0868908
