T,c_pitch_pos_ref,wheel_vel_ref,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_vel,c_pitch_pos,c_pitch_vel,Fr,wheel_torque
0.062, -0.05, -2, -1.5708, 0, -38.5645, -0.000131558, -2.35, 0, 1.06769, 0, 2.22, -0.0651681
0.065, -0.05, -2, -1.5708, 0, -38.5645, -5.82984e-05, -2.35, 0, 1.06769, 0, 2.22, -0.0217227
0.069, -0.05, -2, -1.5708, 0, -38.5645, -2.58342e-05, -2.35, 0, 1.06769, 0, 2.22, 0
0.071, -0.05, -2, -1.5708, 0, -38.5645, -1.14481e-05, -2.35, 0, 1.06769, 0, 2.22, 0
0.073, -0.05, -2, -1.5708, 0, -38.5645, -5.07308e-06, -2.35, 0, 1.06769, 0, 2.22, 0
0.077, -0.05, -2, -1.5708, 0, -38.5645, -0.00156689, -2.35, 0, 1.06769, 0, 2.22, 0
0.08, -0.05, -2, -1.5708, 0, -38.5645, -0.00225899, -2.35, 0, 1.06769, 0, 2.22, 0
0.083, -0.05, -2, -1.5708, 0, -38.5645, -0.0072596, -2.35, 0, 1.06769, 0, 2.22, -0.152059
0.085, -0.05, -2, -1.5708, 0, -38.5645, -0.00947556, -2.35, 0, 1.06769, 0, 2.22, -0.152059
0.088, -0.05, -2, -1.5708, 0, -38.5645, -0.0104575, -2.35, 0, 1.06769, 0, 2.22, -0.152059
0.09, -0.05, -2, -1.5708, 0, -38.5645, -0.011675, -2.35, 0, 1.06769, 0, 2.22, -0.108613
0.093, -0.05, -2, -1.5708, 0, -38.5645, -0.0122145, -2.35, 0, 1.06769, 0, 2.22, -0.108613
0.095, -0.05, -2, -1.5708, 0, -38.5645, -0.0124536, -2.35, 0, 1.06769, 0, 2.22, -0.108613
0.097, -0.05, -2, -1.5708, 0, -38.5645, -0.0125595, -2.35, 0, 1.06769, 0, 2.22, -0.108613
0.099, -0.05, -2, -1.5708, 0, -38.5645, -0.0126065, -2.35, 0, 1.06769, 0, 2.22, -0.108613
0.101, -0.05, -2, -1.5708, 0, -38.5645, -0.00793336, -2.35, 0, 1.06769, 0, 2.22, 0
0.103, -0.05, -2, -1.5708, 0, -38.5645, -0.00586253, -2.35, 0, 1.06769, 0, 2.22, 0
0.105, -0.05, -2, -1.5708, 0, -38.5645, -0.00494487, -2.35, 0, 1.06769, 0, 2.22, 0
0.107, -0.05, -2, -1.5708, 0, -38.5645, -0.00453821, -2.35, 0, 1.06769, 0, 2.22, 0
0.109, -0.05, -2, -1.5708, 0, -38.5645, -0.00435801, -2.35, 0, 1.06769, 0, 2.22, 0
0.111, -0.05, -2, -1.5708, 0, -38.5645, -0.0324417, -2.35, 0, 1.06769, 0, 2.22, 0
0.113, -0.05, -2, -1.5708, 0, -38.5645, -0.0448866, -2.35, 0, 1.06769, 0, 2.22, 0
0.12, -0.05, -2, -0.42794, -0.00621241, -38.5645, -0.0253672, -2.35, 0, -0.931048, -0.00621241, -2.22, 0
0.122, -0.05, -2, 0.0785025, -0.00896536, -38.5645, -0.0480102, -2.35, 0, -0.424606, -0.00896536, -2.22, -0.0217227
0.124, -0.05, -2, 0.302901, -0.0102974, -38.5645, -0.0580441, -2.35, 0, -0.200208, -0.0102974, -1.18098, -0.0217227
0.126, -0.05, -2, 0.40234, -0.0108877, -38.5645, -0.0624906, -2.35, 0, -0.100769, -0.0108877, -0.300912, -0.0217227
0.128, -0.05, -2, 0.446369, -0.0105911, -38.5645, 0.0716628, -2.35, 0, -0.0567392, -0.0105911, 0.100588, -0.0217227
0.13, -0.05, -2, 0.46588, -0.0104597, -38.5644, 0.131111, -2.35, 0, -0.0372281, -0.0104597, 0.278507, -0.0217227
0.132, -0.05, -2, 0.474499, -0.0114763, -38.5645, 0.0166372, -2.35, 0, -0.0286094, -0.0114763, 0.344359, -0.0651681
0.134, -0.05, -2, 0.478318, -0.0119268, -38.5645, -0.0340904, -2.35, 0, -0.0247901, -0.0119268, 0.373541, -0.0651681
0.136, -0.05, -2, 0.479978, -0.0116828, -38.5645, 0.0576491, -2.35, 0, -0.0231302, -0.0116828, 0.396083, -0.0868908
0.14, -0.05, -2, 0.480702, -0.011277, -38.5645, 0.0255464, -2.35, 0, -0.0224067, -0.011277, 0.400258, -0.0217227
0.142, -0.05, -2, 0.481009, -0.0116177, -38.5645, -0.0285777, -2.35, 0, -0.0220991, -0.0116177, 0.398159, -0.0217227
0.144, -0.05, -2, 0.481121, -0.011618, -38.5645, -0.0525622, -2.35, 0, -0.0219875, -0.011618, 0.397165, -0.0217227
0.146, -0.05, -2, 0.48116, -0.010654, -38.5645, -0.0850956, -2.35, 0, -0.0219489, -0.010654, 0.395812, 0
0.148, -0.05, -2, 0.481177, -0.0102269, -38.5645, -0.0995123, -2.35, 0, -0.0219318, -0.0102269, 0.395213, 0
0.15, -0.05, -2, 0.481161, -0.0104092, -38.5645, -0.101989, -2.35, 0, -0.0219471, -0.0104092, 0.394685, 0.0217227
0.152, -0.05, -2, 0.481155, -0.01049, -38.5645, -0.103087, -2.35, 0, -0.0219538, -0.01049, 0.394451, 0.0217227
0.154, -0.05, -2, 0.48114, -0.0106371, -38.5645, -0.103573, -2.35, 0, -0.0219688, -0.0106371, 0.394127, 0.0217227
0.157, -0.05, -2, 0.48111, -0.0108869, -38.5645, 0.105091, -2.35, 0, -0.0219988, -0.0108869, 0.41085, -0.108613
0.159, -0.05, -2, 0.481096, -0.0109976, -38.5644, 0.197557, -2.35, 0, -0.0220121, -0.0109976, 0.41826, -0.108613
0.161, -0.05, -2, 0.48109, -0.0110467, -38.5644, 0.238533, -2.35, 0, -0.022018, -0.0110467, 0.421544, -0.108613
0.164, -0.05, -2, 0.481068, -0.00962189, -38.5644, 0.223051, -2.35, 0, -0.0220408, -0.00962189, 0.421533, -0.0434454
0.166, -0.05, -2, 0.481039, -0.00936048, -38.5644, 0.21619, -2.35, 0, -0.0220694, -0.00936048, 0.420981, -0.0434454
0.168, -0.05, -2, 0.481016, -0.00935446, -38.5645, 0.0879787, -2.35, 0, -0.0220925, -0.00935446, 0.410186, -0.0217227
0.17, -0.05, -2, 0.480995, -0.00964905, -38.5645, 0.0311634, -2.35, 0, -0.0221136, -0.00964905, 0.404999, -0.0217227
0.172, -0.05, -2, 0.480976, -0.009223, -38.5645, -0.0362588, -2.35, 0, -0.0221328, -0.009223, 0.399697, -0.0217227
0.174, -0.05, -2, 0.480957, -0.00933153, -38.5645, -0.0661361, -2.35, 0, -0.0221516, -0.00933153, 0.396948, -0.0217227
0.176, -0.05, -2, 0.480948, -0.00937962, -38.5645, -0.0433891, -2.35, 0, -0.02216, -0.00937962, 0.398704, 0
0.178, -0.05, -2, 0.480927, -0.00884435, -38.5645, -0.0333091, -2.35, 0, -0.0221812, -0.00884435, 0.399902, 0
0.18, -0.05, -2, 0.480918, -0.00860716, -38.5645, -0.0178898, -2.35, 0, -0.0221906, -0.00860716, 0.401338, -0.0217227
0.182, -0.05, -2, 0.480893, -0.00939062, -38.5645, -0.0110569, -2.35, 0, -0.0222155, -0.00939062, 0.400874, -0.0217227
0.184, -0.05, -2, 0.48087, -0.0100357, -38.5645, -0.06905, -2.35, 0, -0.0222381, -0.0100357, 0.395215, -0.0434454
0.188, -0.05, -2, 0.48085, -0.00991394, -38.5645, -0.0947489, -2.35, 0, -0.0222589, -0.00991394, 0.393032, -0.0434454
0.19, -0.05, -2, 0.480832, -0.00870949, -38.5645, -0.106137, -2.35, 0, -0.0222765, -0.00870949, 0.393177, -0.0434454
0.192, -0.05, -2, 0.480803, -0.00906689, -38.5645, 0.056233, -2.35, 0, -0.0223054, -0.00906689, 0.405973, -0.0217227
0.194, -0.05, -2, 0.48079, -0.00922527, -38.5644, 0.128185, -2.35, 0, -0.0223181, -0.00922527, 0.411644, -0.0217227
0.196, -0.05, -2, 0.480751, -0.00899754, -38.5645, -0.00343501, -2.35, 0, -0.0223573, -0.00899754, 0.400653, 0
0.198, -0.05, -2, 0.480734, -0.00889662, -38.5645, -0.0617608, -2.35, 0, -0.0223746, -0.00889662, 0.395783, 0
0.2, -0.05, -2, 0.480696, -0.00944565, -38.5645, -0.136893, -2.35, 0, -0.0224128, -0.00944565, 0.388668, -0.0434454
0.202, -0.05, -2, 0.480679, -0.00968895, -38.5645, -0.170187, -2.35, 0, -0.0224297, -0.00968895, 0.385515, -0.0434454
0.204, -0.05, -2, 0.480662, -0.00890573, -38.5645, -0.184941, -2.35, 0, -0.0224465, -0.00890573, 0.384955, -0.0434454
0.206, -0.05, -2, 0.480635, -0.00930216, -38.5645, 0.0127064, -2.35, 0, -0.0224739, -0.00930216, 0.40064, -0.0868908
0.209, -0.05, -2, 0.480611, -0.00966234, -38.5644, 0.100291, -2.35, 0, -0.022497, -0.00966234, 0.407302, -0.0868908
0.211, -0.05, -2, 0.480601, -0.00982194, -38.5644, 0.139104, -2.35, 0, -0.0225073, -0.00982194, 0.410254, -0.0868908
0.213, -0.05, -2, 0.480576, -0.00966904, -38.5644, 0.156303, -2.35, 0, -0.0225323, -0.00966904, 0.411612, -0.0868908
0.215, -0.05, -2, 0.480565, -0.00960128, -38.5644, 0.163924, -2.35, 0, -0.0225434, -0.00960128, 0.412214, -0.0868908
0.217, -0.05, -2, 0.480549, -0.00994347, -38.5645, -0.0188905, -2.35, 0, -0.0225596, -0.00994347, 0.396607, 0
0.219, -0.05, -2, 0.480513, -0.0103921, -38.5645, -0.0999025, -2.35, 0, -0.0225954, -0.0103921, 0.389131, 0
0.221, -0.05, -2, 0.480485, -0.0105545, -38.5644, 0.0511725, -2.35, 0, -0.022623, -0.0105545, 0.401206, -0.0651681
0.223, -0.05, -2, 0.48046, -0.0111451, -38.5644, 0.11812, -2.35, 0, -0.0226479, -0.0111451, 0.405908, -0.0651681
0.225, -0.05, -2, 0.480449, -0.0114069, -38.5645, 0.0406084, -2.35, 0, -0.022659, -0.0114069, 0.399134, 0
0.227, -0.05, -2, 0.480424, -0.00985394, -38.5645, 0.00626027, -2.35, 0, -0.0226846, -0.00985394, 0.39767, 0
0.229, -0.05, -2, 0.480412, -0.00916578, -38.5645, -0.0629407, -2.35, 0, -0.022696, -0.00916578, 0.39256, 0.0217227
0.231, -0.05, -2, 0.480387, -0.00908302, -38.5645, -0.0936063, -2.35, 0, -0.022721, -0.00908302, 0.389889, 0.0217227
0.234, -0.05, -2, 0.480365, -0.00964048, -38.5645, -0.0461743, -2.35, 0, -0.0227433, -0.00964048, 0.393037, -0.0217227
0.236, -0.05, -2, 0.480345, -0.00966361, -38.5645, -0.0251555, -2.35, 0, -0.0227638, -0.00966361, 0.394569, -0.0217227
0.239, -0.05, -2, 0.480314, -0.00956472, -38.5645, -0.0510457, -2.35, 0, -0.022794, -0.00956472, 0.392263, 0
0.241, -0.05, -2, 0.480301, -0.0095209, -38.5645, -0.0625186, -2.35, 0, -0.0228074, -0.0095209, 0.391242, 0
0.243, -0.05, -2, 0.480274, -0.00909269, -38.5645, 0.0442691, -2.35, 0, -0.0228343, -0.00909269, 0.400272, -0.0651681
0.245, -0.05, -2, 0.480262, -0.00890293, -38.5644, 0.0915908, -2.35, 0, -0.0228462, -0.00890293, 0.404273, -0.0651681
0.247, -0.05, -2, 0.480238, -0.00856122, -38.5645, 0.0390226, -2.35, 0, -0.0228703, -0.00856122, 0.400067, -0.0217227
0.249, -0.05, -2, 0.480219, -0.0078529, -38.5645, 0.0157277, -2.35, 0, -0.0228893, -0.0078529, 0.398705, -0.0217227
0.251, -0.05, -2, 0.480201, -0.00861381, -38.5645, -0.0102415, -2.35, 0, -0.0229077, -0.00861381, 0.39561, 0.0217227
0.253, -0.05, -2, 0.480182, -0.00921133, -38.5645, -0.0217494, -2.35, 0, -0.0229265, -0.00921133, 0.393875, 0.0217227
0.255, -0.05, -2, 0.480164, -0.00891775, -38.5645, -0.026849, -2.35, 0, -0.0229444, -0.00891775, 0.393598, 0.0217227
0.258, -0.05, -2, 0.480156, -0.00878766, -38.5645, -0.0306735, -2.35, 0, -0.0229524, -0.00878766, 0.393346, -0.0868908
0.26, -0.05, -2, 0.480136, -0.00761972, -38.5645, -0.0323682, -2.35, 0, -0.0229723, -0.00761972, 0.394234, -0.0868908
0.263, -0.05, -2, 0.480108, -0.00854822, -38.5645, 0.0732763, -2.35, 0, -0.0230006, -0.00854822, 0.401757, 0
0.265, -0.05, -2, 0.480095, -0.00895968, -38.5644, 0.120091, -2.35, 0, -0.0230131, -0.00895968, 0.405091, 0
0.267, -0.05, -2, 0.48007, -0.00892108, -38.5645, 0.0524346, -2.35, 0, -0.0230383, -0.00892108, 0.399316, 0
0.269, -0.05, -2, 0.480051, -0.00801265, -38.5645, 0.0224534, -2.35, 0, -0.0230574, -0.00801265, 0.397606, 0
0.271, -0.05, -2, 0.480043, -0.0076101, -38.5645, -0.090187, -2.35, 0, -0.0230659, -0.0076101, 0.388636, 0.0868908
0.273, -0.05, -2, 0.480009, -0.00835855, -38.5645, -0.140102, -2.35, 0, -0.0230994, -0.00835855, 0.383442, 0.0868908
0.275, -0.05, -2, 0.479994, -0.00869022, -38.5645, -0.092595, -2.35, 0, -0.0231142, -0.00869022, 0.386894, 0.0434454
0.277, -0.05, -2, 0.47997, -0.00865281, -38.5645, -0.0715428, -2.35, 0, -0.0231387, -0.00865281, 0.388456, 0.0434454
0.279, -0.05, -2, 0.479959, -0.00863624, -38.5645, -0.084901, -2.35, 0, -0.0231496, -0.00863624, 0.387273, -0.0217227
0.281, -0.05, -2, 0.479935, -0.0084055, -38.5645, -0.0908206, -2.35, 0, -0.0231735, -0.0084055, 0.38681, -0.0217227
0.283, -0.05, -2, 0.479924, -0.00830325, -38.5645, -0.0621509, -2.35, 0, -0.0231841, -0.00830325, 0.389191, -0.108613
0.285, -0.05, -2, 0.479901, -0.00859143, -38.5645, -0.0494464, -2.35, 0, -0.0232073, -0.00859143, 0.389738, -0.108613
0.287, -0.05, -2, 0.479883, -0.00783025, -38.5645, 0.086831, -2.35, 0, -0.0232255, -0.00783025, 0.401626, -0.0868908
0.289, -0.05, -2, 0.479875, -0.00749294, -38.5644, 0.147221, -2.35, 0, -0.0232336, -0.00749294, 0.406894, -0.0868908
0.291, -0.05, -2, 0.479853, -0.00719302, -38.5644, 0.0159527, -2.35, 0, -0.0232552, -0.00719302, 0.396162, 0
0.293, -0.05, -2, 0.479844, -0.00706012, -38.5644, 0.126764, -2.35, 0, -0.0232648, -0.00706012, 0.405373, 0
0.295, -0.05, -2, 0.479821, -0.00789262, -38.5644, 0.175869, -2.35, 0, -0.0232876, -0.00789262, 0.40837, 0
0.297, -0.05, -2, 0.479802, -0.00766705, -38.5644, 0.197629, -2.35, 0, -0.023306, -0.00766705, 0.410239, 0
0.299, -0.05, -2, 0.479784, -0.0084955, -38.5644, 0.207272, -2.35, 0, -0.0233242, -0.0084955, 0.410019, 0
0.301, -0.05, -2, 0.479762, -0.00840552, -38.5645, 0.0910675, -2.35, 0, -0.0233461, -0.00840552, 0.400314, -0.0434454
0.307, -0.05, -2, 0.479727, -0.00781975, -38.5645, 0.0294029, -2.35, 0, -0.0233814, -0.00781975, 0.395509, 0
0.309, -0.05, -2, 0.479711, -0.00756017, -38.5645, 0.00207706, -2.35, 0, -0.0233971, -0.00756017, 0.393379, 0
0.314, -0.05, -2, 0.47969, -0.00670412, -38.5645, 0.0987104, -2.35, 0, -0.0234179, -0.00670412, 0.402065, 0.0434454
0.317, -0.05, -2, 0.479665, -0.00691838, -38.5645, 0.0343544, -2.35, 0, -0.0234437, -0.00691838, 0.396297, -0.0434454
0.319, -0.05, -2, 0.479653, -0.00701332, -38.5644, 0.0152237, -2.35, 0, -0.0234551, -0.00701332, 0.394517, 0
0.321, -0.05, -2, 0.479628, -0.00583047, -38.5644, 0.0067462, -2.35, 0, -0.0234803, -0.00583047, 0.394813, 0
0.325, -0.05, -2, 0.479606, -0.0053058, -38.5645, -0.0142215, -2.35, 0, -0.0235026, -0.0053058, 0.393424, 0
0.329, -0.05, -2, 0.479585, -0.00540663, -38.5645, -0.0063021, -2.35, 0, -0.0235237, -0.00540663, 0.393788, -0.0868908
0.331, -0.05, -2, 0.479575, -0.00545132, -38.5645, -0.00279269, -2.35, 0, -0.023533, -0.00545132, 0.393949, -0.0868908
0.333, -0.05, -2, 0.479558, -0.00550756, -38.5645, -0.0661701, -2.35, 0, -0.0235503, -0.00550756, 0.388499, -0.130336
0.335, -0.05, -2, 0.479551, -0.00553249, -38.5645, -0.094255, -2.35, 0, -0.0235579, -0.00553249, 0.386085, -0.130336
0.337, -0.05, -2, 0.479533, -0.00602633, -38.5645, -0.0675845, -2.35, 0, -0.023575, -0.00602633, 0.387628, -0.0651681
0.339, -0.05, -2, 0.479526, -0.00624517, -38.5645, -0.0557658, -2.35, 0, -0.0235826, -0.00624517, 0.388312, -0.0651681
0.341, -0.05, -2, 0.47951, -0.00604469, -38.5645, -0.0505285, -2.35, 0, -0.0235989, -0.00604469, 0.388807, -0.0651681
0.343, -0.05, -2, 0.479502, -0.00595585, -38.5645, -0.0482076, -2.35, 0, -0.0236062, -0.00595585, 0.389026, -0.0651681
0.346, -0.05, -2, 0.479487, -0.0055448, -38.5645, 0.100679, -2.35, 0, -0.0236216, -0.0055448, 0.40162, -0.0434454
0.348, -0.05, -2, 0.47948, -0.00536264, -38.5644, 0.166657, -2.35, 0, -0.0236284, -0.00536264, 0.4072, -0.0434454
0.35, -0.05, -2, 0.479465, -0.00528302, -38.5645, -0.0255029, -2.35, 0, -0.0236434, -0.00528302, 0.391267, 0
0.352, -0.05, -2, 0.479458, -0.00524773, -38.5645, -0.110656, -2.35, 0, -0.0236501, -0.00524773, 0.384207, 0
0.354, -0.05, -2, 0.479435, -0.0043788, -38.5645, -0.118662, -2.35, 0, -0.0236732, -0.0043788, 0.384237, -0.152059
0.356, -0.05, -2, 0.479425, -0.00399374, -38.5645, -0.12221, -2.35, 0, -0.0236834, -0.00399374, 0.38425, -0.152059
0.358, -0.05, -2, 0.479413, -0.00396998, -38.5645, 0.0561513, -2.35, 0, -0.0236951, -0.00396998, 0.398913, 0
0.36, -0.05, -2, 0.479408, -0.00395946, -38.5644, 0.13519, -2.35, 0, -0.0237003, -0.00395946, 0.40541, 0
0.362, -0.05, -2, 0.479397, -0.00351054, -38.5645, 0.00436293, -2.35, 0, -0.0237119, -0.00351054, 0.394958, 0
0.364, -0.05, -2, 0.479383, -0.00345838, -38.5645, -0.0536113, -2.35, 0, -0.0237252, -0.00345838, 0.390103, 0
0.366, -0.05, -2, 0.479377, -0.00343527, -38.5645, -0.0644378, -2.35, 0, -0.023731, -0.00343527, 0.38918, 0
0.368, -0.05, -2, 0.47937, -0.00275861, -38.5645, -0.0692355, -2.35, 0, -0.0237385, -0.00275861, 0.389415, 0
0.37, -0.05, -2, 0.479367, -0.00245875, -38.5645, 0.0475512, -2.35, 0, -0.0237419, -0.00245875, 0.399348, 0
0.372, -0.05, -2, 0.47936, -0.00265914, -38.5644, 0.0993037, -2.35, 0, -0.0237486, -0.00265914, 0.403358, 0
0.374, -0.05, -2, 0.479357, -0.00274794, -38.5644, 0.169176, -2.35, 0, -0.0237516, -0.00274794, 0.409015, -0.0651681
0.376, -0.05, -2, 0.479355, -0.00278729, -38.5644, 0.20014, -2.35, 0, -0.023753, -0.00278729, 0.411522, -0.0651681
0.378, -0.05, -2, 0.479351, -0.00176472, -38.5645, 0.0871247, -2.35, 0, -0.0237578, -0.00176472, 0.403193, 0
0.38, -0.05, -2, 0.479348, -0.00131158, -38.5645, 0.0370435, -2.35, 0, -0.02376, -0.00131158, 0.399503, 0
0.382, -0.05, -2, 0.479348, -0.000444248, -38.5645, -0.0281769, -2.35, 0, -0.0237603, -0.000444248, 0.395004, 0
0.384, -0.05, -2, 0.47935, 0.000584686, -38.5645, -0.0570785, -2.35, 0, -0.0237581, 0.000584686, 0.393696, 0
0.386, -0.05, -2, 0.479352, 0.00091639, -38.5645, -0.0698858, -2.35, 0, -0.023756, 0.00091639, 0.392999, 0
0.388, -0.05, -2, 0.479353, 0.00106338, -38.5645, -0.131888, -2.35, 0, -0.023755, 0.00106338, 0.388035, -0.108613
0.39, -0.05, -2, 0.479356, 0.00179749, -38.5645, -0.159364, -2.35, 0, -0.0237521, 0.00179749, 0.386547, -0.108613
0.392, -0.05, -2, 0.47936, 0.00212349, -38.5645, 0.0404694, -2.35, 0, -0.0237481, 0.00212349, 0.403435, 0
0.394, -0.05, -2, 0.479368, 0.00311933, -38.5644, 0.129023, -2.35, 0, -0.02374, 0.00311933, 0.411854, 0
0.396, -0.05, -2, 0.479372, 0.00356062, -38.5644, 0.168264, -2.35, 0, -0.0237364, 0.00356062, 0.415585, 0
0.398, -0.05, -2, 0.479382, 0.00349819, -38.5644, 0.219293, -2.35, 0, -0.0237266, 0.00349819, 0.419825, -0.0868908
0.4, -0.05, -2, 0.479386, 0.00347053, -38.5644, 0.241906, -2.35, 0, -0.0237222, 0.00347053, 0.421704, -0.0868908
0.402, -0.05, -2, 0.479388, 0.00345827, -38.5644, 0.174477, -2.35, 0, -0.0237203, 0.00345827, 0.416136, 0.0217227
0.404, -0.05, -2, 0.479399, 0.00371235, -38.5644, 0.144597, -2.35, 0, -0.0237093, 0.00371235, 0.414025, 0.0217227
0.406, -0.05, -2, 0.479416, 0.00534609, -38.5645, 0.0163547, -2.35, 0, -0.023692, 0.00534609, 0.405265, -0.0434454
0.408, -0.05, -2, 0.479424, 0.00607007, -38.5645, -0.0404741, -2.35, 0, -0.0236843, 0.00607007, 0.401383, -0.0434454
0.41, -0.05, -2, 0.479441, 0.00631735, -38.5645, -0.0265411, -2.35, 0, -0.0236673, 0.00631735, 0.402941, -0.0217227
0.411, -0.05, -2, 0.479449, 0.00642694, -38.5645, -0.0203669, -2.35, 0, -0.0236597, 0.00642694, 0.403632, -0.0217227
0.412, -0.05, -2, 0.479452, 0.0064755, -38.5645, -0.0176308, -2.35, 0, -0.0236563, 0.0064755, 0.403938, -0.0217227
0.414, -0.05, -2, 0.479454, 0.00649702, -38.5645, -0.0524051, -2.35, 0, -0.0236549, 0.00649702, 0.401099, -0.0651681
0.416, -0.05, -2, 0.47947, 0.00680386, -38.5645, -0.0678149, -2.35, 0, -0.0236384, 0.00680386, 0.400288, -0.0651681
0.418, -0.05, -2, 0.479499, 0.00897864, -38.5645, -0.0527386, -2.35, 0, -0.0236099, 0.00897864, 0.404031, -0.0217227
0.42, -0.05, -2, 0.479511, 0.00994236, -38.5645, -0.0460577, -2.35, 0, -0.0235972, 0.00994236, 0.40569, -0.0217227
0.422, -0.05, -2, 0.479536, 0.00899682, -38.5645, -0.115853, -2.35, 0, -0.0235728, 0.00899682, 0.399162, -0.0651681
0.424, -0.05, -2, 0.479547, 0.00857782, -38.5645, -0.146782, -2.35, 0, -0.0235619, 0.00857782, 0.396269, -0.0651681
0.426, -0.05, -2, 0.479577, 0.0107663, -38.5645, -0.0799086, -2.35, 0, -0.0235319, 0.0107663, 0.404321, 0.0217227
0.428, -0.05, -2, 0.47959, 0.0117361, -38.5645, -0.0502746, -2.35, 0, -0.0235186, 0.0117361, 0.407889, 0.0217227
0.43, -0.05, -2, 0.479614, 0.0130934, -38.5645, -0.0371426, -2.35, 0, -0.0234945, 0.0130934, 0.410588, 0.0217227
0.432, -0.05, -2, 0.479625, 0.0136949, -38.5645, -0.0313234, -2.35, 0, -0.0234838, 0.0136949, 0.411785, 0.0217227
0.434, -0.05, -2, 0.479629, 0.0139614, -38.5645, -0.0475203, -2.35, 0, -0.0234791, 0.0139614, 0.410763, 0
0.437, -0.05, -2, 0.479663, 0.014302, -38.5645, -0.0546978, -2.35, 0, -0.0234458, 0.014302, 0.410816, 0
0.439, -0.05, -2, 0.479714, 0.0164927, -38.5645, -0.0750894, -2.35, 0, -0.0233944, 0.0164927, 0.411847, -0.0217227
0.443, -0.05, -2, 0.479777, 0.0179455, -38.5645, -0.0348396, -2.35, 0, -0.0233315, 0.0179455, 0.41723, -0.0868908
0.445, -0.05, -2, 0.479805, 0.0185893, -38.5645, -0.0170034, -2.35, 0, -0.0233037, 0.0185893, 0.419615, -0.0868908
0.447, -0.05, -2, 0.47986, 0.0193205, -38.5645, -0.00753482, -2.35, 0, -0.0232483, 0.0193205, 0.421643, 0.0217227
0.449, -0.05, -2, 0.479885, 0.0196446, -38.5645, -0.00333896, -2.35, 0, -0.0232238, 0.0196446, 0.422542, 0.0217227
0.451, -0.05, -2, 0.479941, 0.0206767, -38.5645, -0.0249492, -2.35, 0, -0.023167, 0.0206767, 0.422324, 0.0217227
0.453, -0.05, -2, 0.479967, 0.021134, -38.5645, -0.0353079, -2.35, 0, -0.0231418, 0.021134, 0.422163, 0.0651681
0.455, -0.05, -2, 0.480028, 0.0220422, -38.5645, -0.0398981, -2.35, 0, -0.0230807, 0.0220422, 0.423262, 0.0651681
0.457, -0.05, -2, 0.480055, 0.0224447, -38.5645, -0.0419323, -2.35, 0, -0.0230536, 0.0224447, 0.423749, 0.0651681
